ChurnEventID,CustomerID,SubscriptionID,Churned,ChurnDate,ChurnReason
CHURN0000483,CUST02519,SUB002519,True,2025-10-26,Lack of features
CHURN0000484,CUST01167,SUB001167,False,,
CHURN0000485,CUST01116,SUB001116,True,2025-07-09,Moved to competitor
CHURN0000486,CUST03426,SUB003426,True,2025-06-03,Billing issue
CHURN0000487,CUST00834,SUB000834,False,,
CHURN0000488,CUST01824,SUB001824,True,2025-09-04,Price
CHURN0000489,CUST02775,SUB002775,True,2025-11-05,Moved to competitor
CHURN0000490,CUST01983,SUB001983,False,,
CHURN0000491,CUST00854,SUB000854,False,,
CHURN0000492,CUST00051,SUB000051,False,,
CHURN0000493,CUST00575,SUB000575,True,2025-10-04,Moved to competitor
CHURN0000494,CUST03262,SUB003262,True,2025-10-18,Price
CHURN0000495,CUST01149,SUB001149,False,,
CHURN0000496,CUST02198,SUB002198,True,2025-04-21,Found alternative
CHURN0000497,CUST02362,SUB002362,False,,
CHURN0000498,CUST02618,SUB002618,False,,
CHURN0000499,CUST03414,SUB003414,False,,
CHURN0000500,CUST02353,SUB002353,True,2025-02-01,Price
CHURN0000501,CUST01716,SUB001716,False,,
CHURN0000502,CUST00682,SUB000682,False,,
CHURN0000503,CUST00838,SUB000838,True,2025-11-12,Price
CHURN0000504,CUST01078,SUB001078,False,,
CHURN0000505,CUST03051,SUB003051,True,2025-11-13,Price
CHURN0000506,CUST02492,SUB002492,True,2025-03-30,Moved to competitor
CHURN0000507,CUST02661,SUB002661,False,,
CHURN0000508,CUST03041,SUB003041,True,2025-03-11,Poor experience
CHURN0000509,CUST02312,SUB002312,False,,
CHURN0000510,CUST03125,SUB003125,True,2025-11-17,Moved to competitor
CHURN0000511,CUST01596,SUB001596,False,,
CHURN0000512,CUST03052,SUB003052,True,2025-09-04,Poor experience
CHURN0000513,CUST00005,SUB000005,False,,
CHURN0000514,CUST01127,SUB001127,False,,
CHURN0000515,CUST01220,SUB001220,False,,
CHURN0000516,CUST00774,SUB000774,False,,
CHURN0000517,CUST00877,SUB000877,False,,
CHURN0000518,CUST00992,SUB000992,True,2025-11-16,Found alternative
CHURN0000519,CUST02932,SUB002932,False,,
CHURN0000520,CUST03422,SUB003422,False,,
CHURN0000521,CUST00047,SUB000047,False,,
CHURN0000522,CUST02915,SUB002915,False,,
CHURN0000523,CUST02871,SUB002871,False,,
CHURN0000524,CUST02984,SUB002984,True,2025-10-04,Billing issue
CHURN0000525,CUST02704,SUB002704,True,2025-10-22,Billing issue
CHURN0000526,CUST00269,SUB000269,False,,
CHURN0000527,CUST00370,SUB000370,False,,
CHURN0000528,CUST00636,SUB000636,False,,
CHURN0000529,CUST01130,SUB001130,True,2025-01-07,Billing issue
CHURN0000530,CUST01694,SUB001694,False,,
CHURN0000531,CUST01683,SUB001683,True,2025-09-28,Moved to competitor
CHURN0000532,CUST00657,SUB000657,True,2025-08-21,Poor experience
CHURN0000533,CUST00120,SUB000120,False,,
CHURN0000534,CUST00831,SUB000831,False,,
CHURN0000535,CUST01811,SUB001811,True,2025-11-17,Infrequent use
CHURN0000536,CUST01082,SUB001082,False,,
CHURN0000537,CUST01975,SUB001975,True,2025-08-03,Found alternative
CHURN0000538,CUST01370,SUB001370,False,,
CHURN0000539,CUST00741,SUB000741,True,2025-07-19,Lack of features
CHURN0000540,CUST00117,SUB000117,False,,
CHURN0000541,CUST01854,SUB001854,False,,
CHURN0000542,CUST02839,SUB002839,True,2025-08-17,Moved to competitor
CHURN0000543,CUST01151,SUB001151,False,,
CHURN0000544,CUST03465,SUB003465,True,2025-07-18,Infrequent use
CHURN0000545,CUST01932,SUB001932,False,,
CHURN0000546,CUST01013,SUB001013,True,2025-11-03,Infrequent use
CHURN0000547,CUST01665,SUB001665,False,,
CHURN0000548,CUST01082,SUB001082,False,,
CHURN0000549,CUST00634,SUB000634,True,2025-07-21,Moved to competitor
CHURN0000550,CUST00513,SUB000513,True,2025-08-22,Poor experience
CHURN0000551,CUST02850,SUB002850,False,,
CHURN0000552,CUST01120,SUB001120,True,2025-04-19,Billing issue
CHURN0000553,CUST01142,SUB001142,True,2025-06-09,Price
CHURN0000554,CUST00560,SUB000560,True,2025-11-16,Poor experience
CHURN0000555,CUST00488,SUB000488,True,2025-07-15,Infrequent use
CHURN0000556,CUST03309,SUB003309,True,2024-10-10,Other
CHURN0000557,CUST00897,SUB000897,False,,
CHURN0000558,CUST03344,SUB003344,True,2025-11-12,Infrequent use
CHURN0000559,CUST01213,SUB001213,True,2025-07-04,Lack of features
CHURN0000560,CUST00704,SUB000704,True,2025-05-19,Found alternative
CHURN0000561,CUST01471,SUB001471,False,,
CHURN0000562,CUST00581,SUB000581,False,,
CHURN0000563,CUST02838,SUB002838,False,,
CHURN0000564,CUST02909,SUB002909,True,2023-12-01,Moved to competitor
CHURN0000565,CUST02295,SUB002295,False,,
CHURN0000566,CUST03148,SUB003148,False,,
CHURN0000567,CUST00154,SUB000154,False,,
CHURN0000568,CUST01680,SUB001680,False,,
CHURN0000569,CUST00997,SUB000997,False,,
CHURN0000570,CUST03158,SUB003158,False,,
CHURN0000571,CUST02745,SUB002745,False,,
CHURN0000572,CUST03357,SUB003357,True,2025-05-08,Moved to competitor
CHURN0000573,CUST01244,SUB001244,True,2025-11-03,Moved to competitor
CHURN0000574,CUST01093,SUB001093,False,,
CHURN0000575,CUST03119,SUB003119,False,,
CHURN0000576,CUST01009,SUB001009,False,,
CHURN0000577,CUST02142,SUB002142,True,2025-09-02,Found alternative
CHURN0000578,CUST01774,SUB001774,True,2025-11-09,Infrequent use
CHURN0000579,CUST00958,SUB000958,True,2025-07-27,Moved to competitor
CHURN0000580,CUST03060,SUB003060,False,,
CHURN0000581,CUST00453,SUB000453,True,2025-09-28,Infrequent use
CHURN0000582,CUST01228,SUB001228,True,2025-10-05,Lack of features
CHURN0000583,CUST02960,SUB002960,True,2024-12-02,Billing issue
CHURN0000584,CUST02266,SUB002266,False,,
CHURN0000585,CUST02522,SUB002522,True,2025-11-11,Lack of features
CHURN0000586,CUST02480,SUB002480,False,,
CHURN0000587,CUST02389,SUB002389,True,2025-07-30,Lack of features
CHURN0000588,CUST00551,SUB000551,False,,
CHURN0000589,CUST01636,SUB001636,False,,
CHURN0000590,CUST01313,SUB001313,False,,
CHURN0000591,CUST03326,SUB003326,True,2025-06-24,Infrequent use
CHURN0000592,CUST01758,SUB001758,True,2025-11-14,Moved to competitor
CHURN0000593,CUST00357,SUB000357,False,,
CHURN0000594,CUST02071,SUB002071,False,,
CHURN0000595,CUST01786,SUB001786,False,,
CHURN0000596,CUST02570,SUB002570,False,,
CHURN0000597,CUST01782,SUB001782,True,2025-08-26,Price
CHURN0000598,CUST03172,SUB003172,False,,
CHURN0000599,CUST02850,SUB002850,False,,
CHURN0000600,CUST03252,SUB003252,True,2025-11-12,Moved to competitor
CHURN0000601,CUST03295,SUB003295,True,2025-11-17,Other
CHURN0000602,CUST02810,SUB002810,True,2025-03-26,Other
CHURN0000603,CUST02490,SUB002490,False,,
CHURN0000604,CUST01632,SUB001632,True,2025-02-04,Infrequent use
CHURN0000605,CUST02817,SUB002817,True,2025-10-26,Found alternative
CHURN0000606,CUST01016,SUB001016,True,2025-11-04,Infrequent use
CHURN0000607,CUST01349,SUB001349,True,2024-10-03,Lack of features
CHURN0000608,CUST00516,SUB000516,True,2025-06-05,Other
CHURN0000609,CUST03088,SUB003088,False,,
CHURN0000610,CUST02840,SUB002840,False,,
CHURN0000611,CUST00336,SUB000336,True,2025-11-07,Price
CHURN0000612,CUST01783,SUB001783,True,2025-08-31,Moved to competitor
CHURN0000613,CUST02306,SUB002306,True,2025-09-29,Poor experience
CHURN0000614,CUST00497,SUB000497,False,,
CHURN0000615,CUST00896,SUB000896,False,,
CHURN0000616,CUST02208,SUB002208,True,2024-10-12,Infrequent use
CHURN0000617,CUST00852,SUB000852,True,2025-09-16,Price
CHURN0000618,CUST01688,SUB001688,True,2025-10-01,Other
CHURN0000619,CUST01932,SUB001932,False,,
CHURN0000620,CUST02738,SUB002738,True,2025-02-27,Found alternative
CHURN0000621,CUST02428,SUB002428,True,2025-11-14,Other
CHURN0000622,CUST01569,SUB001569,True,2025-05-06,Billing issue
CHURN0000623,CUST00957,SUB000957,False,,
CHURN0000624,CUST02739,SUB002739,True,2025-10-21,Poor experience
CHURN0000625,CUST03499,SUB003499,True,2025-10-27,Price
CHURN0000626,CUST01637,SUB001637,False,,
CHURN0000627,CUST01292,SUB001292,True,2025-11-14,Moved to competitor
CHURN0000628,CUST01441,SUB001441,False,,
CHURN0000629,CUST01192,SUB001192,False,,
CHURN0000630,CUST01067,SUB001067,False,,
CHURN0000631,CUST00285,SUB000285,False,,
CHURN0000632,CUST02445,SUB002445,True,2025-10-21,Other
CHURN0000633,CUST00012,SUB000012,False,,
CHURN0000634,CUST01631,SUB001631,True,2025-08-08,Other
CHURN0000635,CUST03374,SUB003374,True,2025-11-17,Other
CHURN0000636,CUST03325,SUB003325,False,,
CHURN0000637,CUST02547,SUB002547,False,,
CHURN0000638,CUST00754,SUB000754,True,2025-11-13,Found alternative
CHURN0000639,CUST02083,SUB002083,True,2025-10-07,Billing issue
CHURN0000640,CUST02775,SUB002775,True,2025-11-06,Poor experience
CHURN0000641,CUST02897,SUB002897,True,2025-06-17,Poor experience
CHURN0000642,CUST00090,SUB000090,True,2025-06-02,Other
CHURN0000643,CUST00776,SUB000776,False,,
CHURN0000644,CUST02653,SUB002653,True,2025-09-02,Found alternative
CHURN0000645,CUST03018,SUB003018,False,,
CHURN0000646,CUST01626,SUB001626,True,2025-04-20,Moved to competitor
CHURN0000647,CUST03070,SUB003070,False,,
CHURN0000648,CUST00418,SUB000418,True,2025-09-21,Billing issue
CHURN0000649,CUST00115,SUB000115,True,2025-11-15,Other
CHURN0000650,CUST00617,SUB000617,True,2025-08-01,Poor experience
CHURN0000651,CUST03268,SUB003268,True,2025-08-02,Price
CHURN0000652,CUST00826,SUB000826,True,2025-11-17,Poor experience
CHURN0000653,CUST01650,SUB001650,False,,
CHURN0000654,CUST01517,SUB001517,False,,
CHURN0000655,CUST03147,SUB003147,False,,
CHURN0000656,CUST00413,SUB000413,False,,
CHURN0000657,CUST03448,SUB003448,True,2025-10-24,Moved to competitor
CHURN0000658,CUST03492,SUB003492,False,,
CHURN0000659,CUST00729,SUB000729,False,,
CHURN0000660,CUST03349,SUB003349,False,,
CHURN0000661,CUST03069,SUB003069,False,,
CHURN0000662,CUST02809,SUB002809,False,,
CHURN0000663,CUST00676,SUB000676,True,2024-11-07,Infrequent use
CHURN0000664,CUST03466,SUB003466,False,,
CHURN0000665,CUST01893,SUB001893,False,,
CHURN0000666,CUST02505,SUB002505,True,2025-07-15,Price
CHURN0000667,CUST02968,SUB002968,False,,
CHURN0000668,CUST02240,SUB002240,False,,
CHURN0000669,CUST02787,SUB002787,False,,
CHURN0000670,CUST01123,SUB001123,True,2025-08-20,Found alternative
CHURN0000671,CUST01572,SUB001572,True,2024-11-01,Poor experience
CHURN0000672,CUST00978,SUB000978,True,2025-08-10,Price
CHURN0000673,CUST01009,SUB001009,False,,
CHURN0000674,CUST02144,SUB002144,True,2025-11-11,Infrequent use
CHURN0000675,CUST01688,SUB001688,False,,
CHURN0000676,CUST02711,SUB002711,False,,
CHURN0000677,CUST03262,SUB003262,True,2025-10-29,Infrequent use
CHURN0000678,CUST00037,SUB000037,True,2025-06-16,Price
CHURN0000679,CUST03441,SUB003441,True,2025-11-10,Price
CHURN0000680,CUST01549,SUB001549,False,,
CHURN0000681,CUST02327,SUB002327,True,2025-04-20,Infrequent use
CHURN0000682,CUST02265,SUB002265,False,,
CHURN0000683,CUST02915,SUB002915,False,,
CHURN0000684,CUST00873,SUB000873,False,,
CHURN0000685,CUST01822,SUB001822,True,2025-11-08,Infrequent use
CHURN0000686,CUST01297,SUB001297,False,,
CHURN0000687,CUST02110,SUB002110,False,,
CHURN0000688,CUST00596,SUB000596,True,2025-11-11,Billing issue
CHURN0000689,CUST01904,SUB001904,False,,
CHURN0000690,CUST00729,SUB000729,False,,
CHURN0000691,CUST01366,SUB001366,True,2024-12-03,Infrequent use
CHURN0000692,CUST00397,SUB000397,False,,
CHURN0000693,CUST00699,SUB000699,False,,
CHURN0000694,CUST03091,SUB003091,False,,
CHURN0000695,CUST02225,SUB002225,False,,
CHURN0000696,CUST01636,SUB001636,False,,
CHURN0000697,CUST00396,SUB000396,True,2025-09-08,Lack of features
CHURN0000698,CUST02493,SUB002493,False,,
CHURN0000699,CUST03305,SUB003305,True,2025-08-06,Infrequent use
CHURN0000700,CUST00076,SUB000076,False,,
CHURN0000701,CUST00265,SUB000265,True,2025-11-04,Moved to competitor
CHURN0000702,CUST02503,SUB002503,False,,
CHURN0000703,CUST01820,SUB001820,False,,
CHURN0000704,CUST00718,SUB000718,False,,
CHURN0000705,CUST02783,SUB002783,False,,
CHURN0000706,CUST03456,SUB003456,False,,
CHURN0000707,CUST00851,SUB000851,False,,
CHURN0000708,CUST01391,SUB001391,True,2025-03-10,Billing issue
CHURN0000709,CUST00144,SUB000144,False,,
CHURN0000710,CUST00885,SUB000885,False,,
CHURN0000711,CUST03141,SUB003141,False,,
CHURN0000712,CUST03171,SUB003171,False,,
CHURN0000713,CUST00396,SUB000396,True,2025-09-04,Price
CHURN0000714,CUST03097,SUB003097,False,,
CHURN0000715,CUST02996,SUB002996,False,,
CHURN0000716,CUST02939,SUB002939,False,,
CHURN0000717,CUST01493,SUB001493,False,,
CHURN0000718,CUST03223,SUB003223,False,,
CHURN0000719,CUST01168,SUB001168,True,2025-10-31,Moved to competitor
CHURN0000720,CUST02617,SUB002617,True,2025-10-23,Billing issue
CHURN0000721,CUST01063,SUB001063,True,2025-05-25,Other
CHURN0000722,CUST02157,SUB002157,False,,
CHURN0000723,CUST01066,SUB001066,True,2025-10-31,Other
CHURN0000724,CUST01210,SUB001210,False,,
CHURN0000725,CUST02983,SUB002983,False,,
CHURN0000726,CUST02446,SUB002446,False,,
CHURN0000727,CUST03295,SUB003295,False,,
CHURN0000728,CUST00634,SUB000634,False,,
CHURN0000729,CUST01157,SUB001157,True,2025-10-18,Other
CHURN0000730,CUST03235,SUB003235,False,,
CHURN0000731,CUST01239,SUB001239,True,2025-08-02,Billing issue
CHURN0000732,CUST00733,SUB000733,True,2025-10-04,Found alternative
CHURN0000733,CUST00235,SUB000235,False,,
CHURN0000734,CUST02706,SUB002706,True,2025-10-03,Poor experience
CHURN0000735,CUST00751,SUB000751,False,,
CHURN0000736,CUST02636,SUB002636,False,,
CHURN0000737,CUST03081,SUB003081,True,2024-10-26,Infrequent use
CHURN0000738,CUST03146,SUB003146,True,2025-06-28,Lack of features
CHURN0000739,CUST00954,SUB000954,True,2024-12-10,Billing issue
CHURN0000740,CUST02540,SUB002540,True,2025-11-15,Found alternative
CHURN0000741,CUST02961,SUB002961,False,,
CHURN0000742,CUST03325,SUB003325,False,,
CHURN0000743,CUST03302,SUB003302,True,2025-04-28,Lack of features
CHURN0000744,CUST01543,SUB001543,False,,
CHURN0000745,CUST01198,SUB001198,False,,
CHURN0000746,CUST01677,SUB001677,False,,
CHURN0000747,CUST01192,SUB001192,False,,
CHURN0000748,CUST02218,SUB002218,True,2025-07-12,Price
CHURN0000749,CUST01417,SUB001417,False,,
CHURN0000750,CUST02994,SUB002994,True,2025-02-14,Poor experience
CHURN0000751,CUST02843,SUB002843,False,,
CHURN0000752,CUST02682,SUB002682,False,,
CHURN0000753,CUST01218,SUB001218,False,,
CHURN0000754,CUST01541,SUB001541,False,,
CHURN0000755,CUST02077,SUB002077,False,,
CHURN0000756,CUST03237,SUB003237,False,,
CHURN0000757,CUST01446,SUB001446,True,2024-11-25,Other
CHURN0000758,CUST02387,SUB002387,False,,
CHURN0000759,CUST01520,SUB001520,False,,
CHURN0000760,CUST01389,SUB001389,False,,
CHURN0000761,CUST01857,SUB001857,True,2025-06-25,Lack of features
CHURN0000762,CUST01366,SUB001366,True,2025-05-05,Poor experience
CHURN0000763,CUST00500,SUB000500,True,2025-10-10,Other
CHURN0000764,CUST01681,SUB001681,True,2025-10-11,Billing issue
CHURN0000765,CUST00511,SUB000511,False,,
CHURN0000766,CUST03399,SUB003399,True,2025-10-26,Other
CHURN0000767,CUST00217,SUB000217,True,2024-10-18,Poor experience
CHURN0000768,CUST01325,SUB001325,True,2024-06-28,Lack of features
CHURN0000769,CUST01156,SUB001156,True,2025-08-16,Price
CHURN0000770,CUST01828,SUB001828,True,2025-05-25,Infrequent use
CHURN0000771,CUST03142,SUB003142,True,2024-10-05,Moved to competitor
CHURN0000772,CUST03324,SUB003324,True,2025-08-09,Lack of features
CHURN0000773,CUST03487,SUB003487,False,,
CHURN0000774,CUST01811,SUB001811,True,2025-11-17,Other
CHURN0000775,CUST02493,SUB002493,False,,
CHURN0000776,CUST02924,SUB002924,False,,
CHURN0000777,CUST01206,SUB001206,False,,
CHURN0000778,CUST02215,SUB002215,True,2024-09-18,Found alternative
CHURN0000779,CUST00091,SUB000091,True,2025-06-26,Infrequent use
CHURN0000780,CUST00714,SUB000714,True,2025-11-09,Price
CHURN0000781,CUST01882,SUB001882,False,,
CHURN0000782,CUST00039,SUB000039,True,2025-09-02,Other
CHURN0000783,CUST03198,SUB003198,True,2025-09-28,Infrequent use
CHURN0000784,CUST00173,SUB000173,False,,
CHURN0000785,CUST00653,SUB000653,False,,
CHURN0000786,CUST00754,SUB000754,True,2025-11-15,Found alternative
CHURN0000787,CUST01244,SUB001244,True,2025-05-25,Price
CHURN0000788,CUST01082,SUB001082,False,,
CHURN0000789,CUST01684,SUB001684,False,,
CHURN0000790,CUST02524,SUB002524,True,2025-04-07,Lack of features
CHURN0000791,CUST00456,SUB000456,False,,
CHURN0000792,CUST00829,SUB000829,True,2024-05-13,Billing issue
CHURN0000793,CUST00895,SUB000895,False,,
CHURN0000794,CUST01385,SUB001385,False,,
CHURN0000795,CUST01959,SUB001959,True,2025-04-25,Billing issue
CHURN0000796,CUST03073,SUB003073,True,2025-07-25,Found alternative
CHURN0000797,CUST02435,SUB002435,True,2025-11-06,Poor experience
CHURN0000798,CUST01997,SUB001997,False,,
CHURN0000799,CUST02396,SUB002396,False,,
CHURN0000800,CUST00190,SUB000190,True,2025-10-10,Poor experience
CHURN0000801,CUST00505,SUB000505,True,2025-11-04,Lack of features
CHURN0000802,CUST01215,SUB001215,False,,
CHURN0000803,CUST01532,SUB001532,True,2025-09-20,Other
CHURN0000804,CUST03441,SUB003441,False,,
CHURN0000805,CUST03481,SUB003481,False,,
CHURN0000806,CUST00824,SUB000824,True,2025-02-13,Poor experience
CHURN0000807,CUST00929,SUB000929,False,,
CHURN0000808,CUST00934,SUB000934,False,,
CHURN0000809,CUST01141,SUB001141,True,2024-11-27,Infrequent use
CHURN0000810,CUST00134,SUB000134,True,2025-11-02,Poor experience
CHURN0000811,CUST02106,SUB002106,True,2025-09-16,Billing issue
CHURN0000812,CUST00685,SUB000685,False,,
CHURN0000813,CUST02720,SUB002720,True,2025-07-14,Lack of features
CHURN0000814,CUST02221,SUB002221,False,,
CHURN0000815,CUST01853,SUB001853,True,2025-10-14,Other
CHURN0000816,CUST00815,SUB000815,True,2025-08-12,Found alternative
CHURN0000817,CUST01173,SUB001173,True,2025-08-19,Other
CHURN0000818,CUST00080,SUB000080,False,,
CHURN0000819,CUST02934,SUB002934,True,2025-06-26,Lack of features
CHURN0000820,CUST03285,SUB003285,True,2025-07-17,Poor experience
CHURN0000821,CUST00203,SUB000203,False,,
CHURN0000822,CUST02812,SUB002812,False,,
CHURN0000823,CUST01253,SUB001253,True,2024-01-01,Other
CHURN0000824,CUST01700,SUB001700,True,2025-07-05,Poor experience
CHURN0000825,CUST01251,SUB001251,False,,
CHURN0000826,CUST01683,SUB001683,False,,
CHURN0000827,CUST01556,SUB001556,False,,
CHURN0000828,CUST03474,SUB003474,False,,
CHURN0000829,CUST02095,SUB002095,False,,
CHURN0000830,CUST01257,SUB001257,True,2025-11-15,Billing issue
CHURN0000831,CUST03377,SUB003377,False,,
CHURN0000832,CUST01550,SUB001550,False,,
CHURN0000833,CUST01167,SUB001167,True,2025-04-22,Moved to competitor
CHURN0000834,CUST03487,SUB003487,True,2025-07-18,Billing issue
CHURN0000835,CUST01397,SUB001397,True,2025-06-08,Lack of features
CHURN0000836,CUST03331,SUB003331,False,,
CHURN0000837,CUST02704,SUB002704,True,2023-09-13,Moved to competitor
CHURN0000838,CUST00471,SUB000471,False,,
CHURN0000839,CUST03019,SUB003019,True,2025-11-07,Infrequent use
CHURN0000840,CUST01036,SUB001036,True,2025-05-12,Lack of features
CHURN0000841,CUST01354,SUB001354,False,,
CHURN0000842,CUST02784,SUB002784,True,2025-05-11,Found alternative
CHURN0000843,CUST02832,SUB002832,True,2025-07-24,Poor experience
CHURN0000844,CUST00968,SUB000968,True,2025-02-08,Moved to competitor
CHURN0000845,CUST00358,SUB000358,False,,
CHURN0000846,CUST03020,SUB003020,False,,
CHURN0000847,CUST03480,SUB003480,False,,
CHURN0000848,CUST00668,SUB000668,True,2025-11-12,Other
CHURN0000849,CUST00373,SUB000373,False,,
CHURN0000850,CUST01032,SUB001032,False,,
CHURN0000851,CUST01146,SUB001146,True,2025-10-16,Price
CHURN0000852,CUST01372,SUB001372,False,,
CHURN0000853,CUST02724,SUB002724,True,2025-09-28,Other
CHURN0000854,CUST00090,SUB000090,False,,
CHURN0000855,CUST02746,SUB002746,True,2025-04-04,Found alternative
CHURN0000856,CUST03388,SUB003388,True,2025-10-29,Infrequent use
CHURN0000857,CUST03250,SUB003250,True,2025-11-02,Poor experience
CHURN0000858,CUST00540,SUB000540,False,,
CHURN0000859,CUST02780,SUB002780,True,2025-11-11,Billing issue
CHURN0000860,CUST00869,SUB000869,True,2025-08-12,Lack of features
CHURN0000861,CUST00041,SUB000041,True,2025-06-02,Other
CHURN0000862,CUST00740,SUB000740,True,2025-02-11,Lack of features
CHURN0000863,CUST01947,SUB001947,False,,
CHURN0000864,CUST02550,SUB002550,False,,
CHURN0000865,CUST03007,SUB003007,False,,
CHURN0000866,CUST03217,SUB003217,True,2025-11-02,Infrequent use
CHURN0000867,CUST01225,SUB001225,True,2025-05-23,Lack of features
CHURN0000868,CUST00929,SUB000929,False,,
CHURN0000869,CUST02037,SUB002037,False,,
CHURN0000870,CUST02509,SUB002509,False,,
CHURN0000871,CUST02780,SUB002780,False,,
CHURN0000872,CUST02800,SUB002800,True,2025-11-17,Other
CHURN0000873,CUST00925,SUB000925,False,,
CHURN0000874,CUST02957,SUB002957,False,,
CHURN0000875,CUST01582,SUB001582,True,2025-06-18,Price
CHURN0000876,CUST03325,SUB003325,False,,
CHURN0000877,CUST00390,SUB000390,True,2025-09-15,Lack of features
CHURN0000878,CUST01618,SUB001618,True,2025-06-24,Other
CHURN0000879,CUST02931,SUB002931,False,,
CHURN0000880,CUST00256,SUB000256,True,2025-11-16,Poor experience
CHURN0000881,CUST00709,SUB000709,True,2024-09-09,Found alternative
CHURN0000882,CUST01839,SUB001839,False,,
CHURN0000883,CUST01945,SUB001945,False,,
CHURN0000884,CUST02498,SUB002498,False,,
CHURN0000885,CUST00010,SUB000010,True,2024-12-11,Found alternative
CHURN0000886,CUST02872,SUB002872,True,2024-11-08,Lack of features
CHURN0000887,CUST00798,SUB000798,True,2025-10-25,Moved to competitor
CHURN0000888,CUST03314,SUB003314,True,2025-10-17,Infrequent use
CHURN0000889,CUST03323,SUB003323,True,2025-11-09,Poor experience
CHURN0000890,CUST00877,SUB000877,False,,
CHURN0000891,CUST01029,SUB001029,True,2025-08-23,Other
CHURN0000892,CUST03191,SUB003191,False,,
CHURN0000893,CUST01016,SUB001016,True,2025-10-19,Moved to competitor
CHURN0000894,CUST01825,SUB001825,False,,
CHURN0000895,CUST00374,SUB000374,False,,
CHURN0000896,CUST03137,SUB003137,True,2025-11-16,Moved to competitor
CHURN0000897,CUST02194,SUB002194,True,2025-07-09,Other
CHURN0000898,CUST00224,SUB000224,True,2025-10-07,Moved to competitor
CHURN0000899,CUST01263,SUB001263,True,2024-06-15,Lack of features
CHURN0000900,CUST02225,SUB002225,True,2025-07-14,Other
CHURN0000901,CUST01803,SUB001803,True,2025-08-02,Poor experience
CHURN0000902,CUST00853,SUB000853,False,,
CHURN0000903,CUST03354,SUB003354,True,2025-10-26,Billing issue
CHURN0000904,CUST00063,SUB000063,True,2025-10-16,Other
CHURN0000905,CUST01241,SUB001241,True,2025-07-13,Moved to competitor
CHURN0000906,CUST02875,SUB002875,True,2025-11-04,Lack of features
CHURN0000907,CUST02843,SUB002843,False,,
CHURN0000908,CUST00689,SUB000689,False,,
CHURN0000909,CUST01485,SUB001485,False,,
CHURN0000910,CUST01634,SUB001634,True,2025-10-21,Moved to competitor
CHURN0000911,CUST02153,SUB002153,False,,
CHURN0000912,CUST03171,SUB003171,False,,
CHURN0000913,CUST00511,SUB000511,False,,
CHURN0000914,CUST00385,SUB000385,False,,
CHURN0000915,CUST00405,SUB000405,True,2025-04-17,Found alternative
CHURN0000916,CUST02871,SUB002871,False,,
CHURN0000917,CUST00518,SUB000518,False,,
CHURN0000918,CUST00476,SUB000476,True,2024-10-05,Infrequent use
CHURN0000919,CUST02001,SUB002001,False,,
CHURN0000920,CUST02757,SUB002757,False,,
CHURN0000921,CUST01669,SUB001669,False,,
CHURN0000922,CUST01894,SUB001894,False,,
CHURN0000923,CUST02819,SUB002819,True,2025-10-25,Infrequent use
CHURN0000924,CUST01461,SUB001461,True,2024-11-10,Lack of features
CHURN0000925,CUST03095,SUB003095,False,,
CHURN0000926,CUST03045,SUB003045,False,,
CHURN0000927,CUST02725,SUB002725,True,2025-11-16,Price
CHURN0000928,CUST00714,SUB000714,True,2025-11-13,Moved to competitor
CHURN0000929,CUST00083,SUB000083,False,,
CHURN0000930,CUST01169,SUB001169,False,,
CHURN0000931,CUST03157,SUB003157,False,,
CHURN0000932,CUST03150,SUB003150,True,2025-06-07,Price
CHURN0000933,CUST02505,SUB002505,True,2025-10-16,Billing issue
CHURN0000934,CUST01902,SUB001902,True,2025-07-27,Billing issue
CHURN0000935,CUST02049,SUB002049,True,2025-11-12,Billing issue
CHURN0000936,CUST00051,SUB000051,True,2025-08-20,Lack of features
CHURN0000937,CUST00685,SUB000685,False,,
CHURN0000938,CUST00717,SUB000717,False,,
CHURN0000939,CUST01470,SUB001470,True,2024-09-08,Found alternative
CHURN0000940,CUST00449,SUB000449,False,,
CHURN0000941,CUST00881,SUB000881,True,2025-07-23,Moved to competitor
CHURN0000942,CUST00488,SUB000488,False,,
CHURN0000943,CUST01824,SUB001824,False,,
CHURN0000944,CUST02082,SUB002082,False,,
CHURN0000945,CUST03420,SUB003420,False,,
CHURN0000946,CUST02143,SUB002143,True,2025-08-28,Moved to competitor
CHURN0000947,CUST03144,SUB003144,False,,
CHURN0000948,CUST01575,SUB001575,False,,
CHURN0000949,CUST02202,SUB002202,True,2025-10-25,Lack of features
CHURN0000950,CUST00250,SUB000250,False,,
CHURN0000951,CUST00674,SUB000674,True,2025-09-09,Infrequent use
CHURN0000952,CUST00438,SUB000438,True,2025-09-06,Other
CHURN0000953,CUST02166,SUB002166,True,2025-02-10,Infrequent use
CHURN0000954,CUST00771,SUB000771,True,2025-11-06,Other
CHURN0000955,CUST03378,SUB003378,False,,
CHURN0000956,CUST00268,SUB000268,True,2025-11-11,Poor experience
CHURN0000957,CUST01985,SUB001985,True,2025-07-05,Infrequent use
CHURN0000958,CUST01078,SUB001078,True,2024-12-26,Poor experience
CHURN0000959,CUST00236,SUB000236,True,2025-04-30,Lack of features
CHURN0000960,CUST00389,SUB000389,True,2025-01-18,Infrequent use
CHURN0000961,CUST03038,SUB003038,False,,
