UsageID,CustomerID,SubscriptionID,UsageDate,MinutesWatched,Sessions,Device,ItemsConsumed
USE00004518,CUST01488,SUB001488,2025-07-28,36,2,Mobile,3
USE00004519,CUST01411,SUB001411,2025-10-22,116,2,Tablet,10
USE00004520,CUST00283,SUB000283,2025-10-07,20,2,Tablet,11
USE00004521,CUST00985,SUB000985,2025-07-01,52,1,Mobile,2
USE00004522,CUST02278,SUB002278,2025-04-07,0,1,Mobile,9
USE00004523,CUST01027,SUB001027,2025-11-09,26,1,Mobile,4
USE00004524,CUST02241,SUB002241,2024-06-22,0,2,Mobile,4
USE00004525,CUST00309,SUB000309,2023-11-05,81,4,Mobile,20
USE00004526,CUST01755,SUB001755,2025-03-08,40,1,Mobile,0
USE00004527,CUST01041,SUB001041,2025-10-26,77,1,Desktop,3
USE00004528,CUST00658,SUB000658,2025-04-14,0,1,Tablet,1
USE00004529,CUST01041,SUB001041,2025-11-12,88,1,Smart TV,4
USE00004530,CUST01907,SUB001907,2025-10-17,0,1,Desktop,16
USE00004531,CUST03255,SUB003255,2025-05-25,17,1,Desktop,7
USE00004532,CUST02039,SUB002039,2025-09-08,0,2,Desktop,2
USE00004533,CUST00745,SUB000745,2025-09-09,104,1,Desktop,12
USE00004534,CUST02661,SUB002661,2025-02-19,70,1,Desktop,5
USE00004535,CUST02288,SUB002288,2025-09-26,35,1,Mobile,5
USE00004536,CUST02208,SUB002208,2025-10-05,0,1,Mobile,0
USE00004537,CUST00791,SUB000791,2025-11-16,28,1,Mobile,4
USE00004538,CUST01517,SUB001517,2025-01-02,59,1,Mobile,4
USE00004539,CUST03115,SUB003115,2023-06-05,65,2,Mobile,9
USE00004540,CUST01094,SUB001094,2024-12-11,29,1,Tablet,0
USE00004541,CUST01636,SUB001636,2025-03-08,50,1,Smart TV,1
USE00004542,CUST01918,SUB001918,2025-11-04,64,1,Desktop,9
USE00004543,CUST00020,SUB000020,2025-09-28,24,1,Mobile,22
USE00004544,CUST02251,SUB002251,2025-08-31,25,2,Mobile,10
USE00004545,CUST01033,SUB001033,2025-10-09,44,1,Smart TV,0
USE00004546,CUST01616,SUB001616,2025-05-26,50,1,Mobile,8
USE00004547,CUST01059,SUB001059,2025-06-07,0,1,Desktop,0
USE00004548,CUST02778,SUB002778,2025-08-06,5,3,Tablet,12
USE00004549,CUST01491,SUB001491,2025-11-07,76,2,Desktop,1
USE00004550,CUST01074,SUB001074,2025-02-01,0,1,Smart TV,0
USE00004551,CUST01161,SUB001161,2024-08-17,8,2,Console,1
USE00004552,CUST03035,SUB003035,2025-10-04,0,1,Smart TV,0
USE00004553,CUST00085,SUB000085,2025-08-01,12,1,Smart TV,12
USE00004554,CUST01325,SUB001325,2024-12-08,0,2,Desktop,0
USE00004555,CUST00437,SUB000437,2024-07-15,61,1,Mobile,2
USE00004556,CUST01049,SUB001049,2024-11-25,0,3,Mobile,29
USE00004557,CUST00966,SUB000966,2025-03-06,18,1,Console,4
USE00004558,CUST00139,SUB000139,2025-08-25,0,1,Mobile,7
USE00004559,CUST01782,SUB001782,2025-07-19,12,1,Mobile,11
USE00004560,CUST03321,SUB003321,2025-01-25,88,2,Mobile,0
USE00004561,CUST03260,SUB003260,2024-01-05,92,2,Smart TV,0
USE00004562,CUST02247,SUB002247,2025-10-08,67,1,Desktop,3
USE00004563,CUST00940,SUB000940,2025-08-20,72,1,Mobile,2
USE00004564,CUST01068,SUB001068,2025-11-03,45,1,Smart TV,0
USE00004565,CUST00807,SUB000807,2025-06-11,22,3,Mobile,12
USE00004566,CUST00384,SUB000384,2025-08-09,3,1,Mobile,5
USE00004567,CUST00001,SUB000001,2025-03-11,32,1,Desktop,15
USE00004568,CUST01718,SUB001718,2025-11-09,4,3,Mobile,7
USE00004569,CUST02516,SUB002516,2025-09-15,0,1,Tablet,3
USE00004570,CUST01551,SUB001551,2025-09-18,49,1,Mobile,0
USE00004571,CUST01220,SUB001220,2025-06-21,3,1,Mobile,8
USE00004572,CUST01256,SUB001256,2025-08-07,41,1,Mobile,0
USE00004573,CUST00821,SUB000821,2025-08-15,28,2,Smart TV,7
USE00004574,CUST01529,SUB001529,2025-09-02,0,2,Desktop,1
USE00004575,CUST02209,SUB002209,2025-10-20,1,2,Smart TV,6
USE00004576,CUST01682,SUB001682,2025-06-10,0,1,Mobile,0
USE00004577,CUST01284,SUB001284,2025-04-28,44,1,Desktop,2
USE00004578,CUST01372,SUB001372,2025-09-20,46,1,Desktop,7
USE00004579,CUST01553,SUB001553,2025-11-14,50,2,Smart TV,4
USE00004580,CUST03120,SUB003120,2024-12-30,25,1,Console,7
USE00004581,CUST01145,SUB001145,2025-06-11,42,2,Tablet,9
USE00004582,CUST00649,SUB000649,2025-09-24,39,5,Mobile,1
USE00004583,CUST01898,SUB001898,2024-09-30,18,1,Mobile,7
USE00004584,CUST00651,SUB000651,2025-02-12,68,1,Console,1
USE00004585,CUST02828,SUB002828,2025-10-20,96,1,Smart TV,0
USE00004586,CUST03081,SUB003081,2024-07-17,9,1,Tablet,4
USE00004587,CUST01349,SUB001349,2024-06-27,27,1,Mobile,3
USE00004588,CUST02984,SUB002984,2025-09-14,19,3,Mobile,8
USE00004589,CUST01447,SUB001447,2025-05-17,77,3,Smart TV,2
USE00004590,CUST00142,SUB000142,2024-04-24,55,1,Mobile,23
USE00004591,CUST02796,SUB002796,2025-10-07,97,1,Console,1
USE00004592,CUST03346,SUB003346,2025-10-18,17,2,Mobile,1
USE00004593,CUST03492,SUB003492,2025-06-12,14,1,Smart TV,1
USE00004594,CUST00206,SUB000206,2024-12-11,8,1,Mobile,5
USE00004595,CUST02079,SUB002079,2025-09-03,75,1,Smart TV,4
USE00004596,CUST02123,SUB002123,2025-01-10,63,1,Mobile,0
USE00004597,CUST00442,SUB000442,2025-08-15,1,2,Mobile,29
USE00004598,CUST02297,SUB002297,2025-11-14,58,1,Mobile,1
USE00004599,CUST01370,SUB001370,2025-05-16,0,2,Tablet,0
USE00004600,CUST00893,SUB000893,2025-10-22,0,4,Desktop,3
USE00004601,CUST02476,SUB002476,2025-11-09,5,1,Tablet,2
USE00004602,CUST00645,SUB000645,2025-10-09,18,1,Mobile,8
USE00004603,CUST02010,SUB002010,2025-06-03,71,1,Smart TV,0
USE00004604,CUST02215,SUB002215,2024-10-13,47,4,Smart TV,2
USE00004605,CUST02174,SUB002174,2025-05-08,50,1,Smart TV,2
USE00004606,CUST00235,SUB000235,2025-10-26,75,1,Tablet,1
USE00004607,CUST00694,SUB000694,2025-02-20,45,2,Mobile,19
USE00004608,CUST00894,SUB000894,2025-10-13,2,1,Desktop,15
USE00004609,CUST00201,SUB000201,2025-04-06,0,2,Mobile,5
USE00004610,CUST01387,SUB001387,2025-10-30,0,3,Mobile,0
USE00004611,CUST00378,SUB000378,2025-10-24,3,1,Mobile,1
USE00004612,CUST03265,SUB003265,2024-09-04,75,2,Mobile,1
USE00004613,CUST02332,SUB002332,2025-04-28,60,1,Mobile,2
USE00004614,CUST03358,SUB003358,2025-11-17,0,1,Tablet,9
USE00004615,CUST02712,SUB002712,2025-10-01,45,2,Mobile,6
USE00004616,CUST00555,SUB000555,2025-10-22,84,1,Mobile,10
USE00004617,CUST03198,SUB003198,2025-09-16,8,1,Tablet,0
USE00004618,CUST01684,SUB001684,2025-11-05,82,1,Tablet,0
USE00004619,CUST01174,SUB001174,2025-09-30,0,1,Mobile,5
USE00004620,CUST00378,SUB000378,2025-07-13,31,3,Mobile,4
USE00004621,CUST01403,SUB001403,2025-11-17,55,1,Desktop,4
USE00004622,CUST01857,SUB001857,2025-08-08,0,3,Tablet,2
USE00004623,CUST01792,SUB001792,2025-10-11,47,3,Mobile,2
USE00004624,CUST00539,SUB000539,2024-09-22,48,1,Smart TV,5
USE00004625,CUST01119,SUB001119,2024-11-23,47,1,Tablet,7
USE00004626,CUST02481,SUB002481,2025-10-15,9,1,Desktop,9
USE00004627,CUST02817,SUB002817,2025-08-30,44,1,Mobile,0
USE00004628,CUST00215,SUB000215,2025-10-04,17,1,Tablet,3
USE00004629,CUST00656,SUB000656,2025-11-15,13,4,Mobile,4
USE00004630,CUST01932,SUB001932,2025-09-14,124,1,Mobile,0
USE00004631,CUST00370,SUB000370,2024-12-18,66,4,Mobile,11
USE00004632,CUST02070,SUB002070,2025-10-10,87,2,Mobile,11
USE00004633,CUST03364,SUB003364,2025-05-09,0,2,Mobile,6
USE00004634,CUST02532,SUB002532,2025-09-03,42,2,Mobile,5
USE00004635,CUST02103,SUB002103,2025-09-09,42,1,Mobile,0
USE00004636,CUST02178,SUB002178,2025-08-13,57,1,Tablet,11
USE00004637,CUST00110,SUB000110,2025-10-20,0,2,Mobile,4
USE00004638,CUST00950,SUB000950,2025-10-14,64,2,Tablet,5
USE00004639,CUST01776,SUB001776,2025-06-30,0,1,Desktop,12
USE00004640,CUST03083,SUB003083,2024-01-25,99,1,Desktop,1
USE00004641,CUST01609,SUB001609,2025-10-20,15,1,Desktop,7
USE00004642,CUST00733,SUB000733,2025-10-01,22,2,Desktop,4
USE00004643,CUST01749,SUB001749,2024-07-29,64,1,Mobile,7
USE00004644,CUST01963,SUB001963,2025-03-22,25,2,Mobile,13
USE00004645,CUST00872,SUB000872,2025-10-15,0,1,Mobile,0
USE00004646,CUST02510,SUB002510,2025-07-15,0,1,Mobile,7
USE00004647,CUST01948,SUB001948,2025-11-10,0,2,Mobile,1
USE00004648,CUST00898,SUB000898,2025-01-30,14,1,Mobile,6
USE00004649,CUST03302,SUB003302,2025-02-07,47,1,Mobile,0
USE00004650,CUST02410,SUB002410,2025-09-13,49,1,Mobile,0
USE00004651,CUST00880,SUB000880,2025-04-03,51,1,Mobile,9
USE00004652,CUST03401,SUB003401,2025-06-05,92,5,Mobile,1
USE00004653,CUST01016,SUB001016,2025-10-25,0,2,Desktop,4
USE00004654,CUST02577,SUB002577,2025-09-29,167,1,Smart TV,3
USE00004655,CUST01422,SUB001422,2025-11-04,62,1,Mobile,2
USE00004656,CUST01925,SUB001925,2025-11-06,97,3,Tablet,0
USE00004657,CUST01718,SUB001718,2025-10-26,2,1,Mobile,0
USE00004658,CUST02116,SUB002116,2025-04-20,33,1,Mobile,0
USE00004659,CUST01895,SUB001895,2025-06-06,101,1,Tablet,0
USE00004660,CUST01205,SUB001205,2024-12-05,32,1,Desktop,4
USE00004661,CUST02655,SUB002655,2025-07-16,0,1,Mobile,0
USE00004662,CUST00946,SUB000946,2025-03-21,0,1,Console,1
USE00004663,CUST03293,SUB003293,2025-10-26,0,3,Mobile,17
USE00004664,CUST02518,SUB002518,2025-10-07,0,1,Tablet,2
USE00004665,CUST01228,SUB001228,2025-09-13,0,4,Desktop,7
USE00004666,CUST03124,SUB003124,2025-01-18,27,1,Desktop,2
USE00004667,CUST02797,SUB002797,2024-10-26,0,1,Desktop,6
USE00004668,CUST02088,SUB002088,2025-11-02,65,1,Mobile,5
USE00004669,CUST03363,SUB003363,2025-07-19,62,1,Mobile,0
USE00004670,CUST01055,SUB001055,2025-10-05,42,1,Desktop,0
USE00004671,CUST02076,SUB002076,2025-06-20,0,1,Smart TV,15
USE00004672,CUST02733,SUB002733,2025-07-20,47,1,Mobile,0
USE00004673,CUST02565,SUB002565,2025-07-27,44,1,Tablet,6
USE00004674,CUST03185,SUB003185,2025-05-14,32,1,Desktop,1
USE00004675,CUST03345,SUB003345,2025-11-03,12,1,Smart TV,4
USE00004676,CUST03136,SUB003136,2025-10-05,69,1,Mobile,5
USE00004677,CUST02629,SUB002629,2025-11-14,0,1,Mobile,7
USE00004678,CUST00671,SUB000671,2024-09-17,84,1,Desktop,7
USE00004679,CUST00907,SUB000907,2025-08-02,129,1,Mobile,4
USE00004680,CUST02138,SUB002138,2024-11-30,0,3,Mobile,9
USE00004681,CUST03069,SUB003069,2025-03-13,0,2,Tablet,5
USE00004682,CUST02558,SUB002558,2025-10-26,9,2,Tablet,1
USE00004683,CUST02601,SUB002601,2025-02-11,114,2,Tablet,0
USE00004684,CUST01955,SUB001955,2024-12-05,28,5,Mobile,0
USE00004685,CUST01292,SUB001292,2025-11-14,133,1,Mobile,5
USE00004686,CUST01625,SUB001625,2025-03-22,0,2,Desktop,2
USE00004687,CUST00324,SUB000324,2025-11-17,75,1,Smart TV,8
USE00004688,CUST03101,SUB003101,2025-06-28,95,1,Mobile,3
USE00004689,CUST01129,SUB001129,2025-07-25,0,1,Smart TV,5
USE00004690,CUST01188,SUB001188,2024-10-08,7,1,Tablet,0
USE00004691,CUST02891,SUB002891,2025-11-01,104,2,Desktop,2
USE00004692,CUST03002,SUB003002,2025-11-12,1,1,Mobile,7
USE00004693,CUST00777,SUB000777,2024-05-06,54,2,Tablet,0
USE00004694,CUST01734,SUB001734,2025-11-15,93,1,Tablet,11
USE00004695,CUST00049,SUB000049,2025-04-01,42,4,Mobile,12
USE00004696,CUST01517,SUB001517,2025-01-30,17,1,Smart TV,0
USE00004697,CUST00852,SUB000852,2025-10-25,66,2,Desktop,2
USE00004698,CUST01642,SUB001642,2025-10-04,34,1,Mobile,0
USE00004699,CUST01316,SUB001316,2025-07-11,54,1,Mobile,2
USE00004700,CUST01863,SUB001863,2025-07-10,57,2,Mobile,0
USE00004701,CUST02369,SUB002369,2024-07-11,25,1,Mobile,2
USE00004702,CUST02739,SUB002739,2025-04-18,80,1,Mobile,5
USE00004703,CUST02614,SUB002614,2024-12-24,34,1,Tablet,12
USE00004704,CUST00284,SUB000284,2025-09-28,81,1,Mobile,8
USE00004705,CUST02023,SUB002023,2025-07-10,0,1,Tablet,14
USE00004706,CUST01000,SUB001000,2025-11-15,12,1,Mobile,5
USE00004707,CUST00060,SUB000060,2025-01-10,132,1,Tablet,12
USE00004708,CUST00427,SUB000427,2025-09-25,23,1,Tablet,2
USE00004709,CUST02299,SUB002299,2025-10-02,49,2,Tablet,4
USE00004710,CUST02377,SUB002377,2025-04-06,29,2,Mobile,9
USE00004711,CUST00587,SUB000587,2025-08-19,33,1,Mobile,3
USE00004712,CUST01195,SUB001195,2025-08-12,7,1,Desktop,13
USE00004713,CUST02110,SUB002110,2025-03-10,123,1,Desktop,3
USE00004714,CUST02179,SUB002179,2025-04-15,126,1,Tablet,6
USE00004715,CUST02017,SUB002017,2025-06-17,79,1,Desktop,8
USE00004716,CUST02506,SUB002506,2024-03-03,67,1,Mobile,2
USE00004717,CUST01054,SUB001054,2025-10-25,25,1,Mobile,7
USE00004718,CUST01366,SUB001366,2024-06-22,7,1,Mobile,2
USE00004719,CUST00779,SUB000779,2025-11-03,72,2,Mobile,7
USE00004720,CUST02394,SUB002394,2025-11-01,0,1,Smart TV,8
USE00004721,CUST00472,SUB000472,2024-10-11,65,1,Desktop,6
USE00004722,CUST02495,SUB002495,2025-11-01,15,1,Mobile,5
USE00004723,CUST01162,SUB001162,2023-12-05,0,1,Mobile,8
USE00004724,CUST01009,SUB001009,2025-01-11,89,1,Mobile,0
USE00004725,CUST00426,SUB000426,2024-10-25,0,1,Tablet,3
USE00004726,CUST00175,SUB000175,2025-08-16,59,1,Smart TV,0
USE00004727,CUST03358,SUB003358,2025-08-23,60,1,Mobile,0
USE00004728,CUST00014,SUB000014,2025-10-23,13,1,Tablet,1
USE00004729,CUST00149,SUB000149,2025-06-04,0,2,Tablet,15
USE00004730,CUST00248,SUB000248,2024-03-31,13,1,Desktop,6
USE00004731,CUST03422,SUB003422,2025-08-25,140,1,Smart TV,5
USE00004732,CUST01577,SUB001577,2025-09-05,34,2,Mobile,6
USE00004733,CUST03130,SUB003130,2025-09-08,23,2,Mobile,1
USE00004734,CUST00082,SUB000082,2025-07-26,55,1,Smart TV,2
USE00004735,CUST03480,SUB003480,2025-10-01,97,1,Mobile,3
USE00004736,CUST00760,SUB000760,2025-04-09,0,1,Smart TV,0
USE00004737,CUST02316,SUB002316,2025-11-16,37,1,Desktop,0
USE00004738,CUST02200,SUB002200,2025-09-13,57,1,Desktop,1
USE00004739,CUST01855,SUB001855,2025-08-03,0,1,Console,5
USE00004740,CUST02984,SUB002984,2025-09-17,41,1,Mobile,7
USE00004741,CUST00512,SUB000512,2025-06-04,58,1,Mobile,3
USE00004742,CUST00083,SUB000083,2024-12-08,14,2,Mobile,1
USE00004743,CUST01648,SUB001648,2025-11-13,0,1,Mobile,12
USE00004744,CUST01946,SUB001946,2025-11-14,46,2,Console,3
USE00004745,CUST01106,SUB001106,2025-10-29,0,1,Tablet,1
USE00004746,CUST00015,SUB000015,2025-09-16,76,2,Mobile,1
USE00004747,CUST00296,SUB000296,2025-11-13,29,1,Tablet,2
USE00004748,CUST01994,SUB001994,2025-11-13,2,3,Mobile,0
USE00004749,CUST02129,SUB002129,2025-04-02,0,1,Smart TV,1
USE00004750,CUST02375,SUB002375,2025-10-24,66,1,Mobile,18
USE00004751,CUST00214,SUB000214,2025-11-04,11,2,Mobile,8
USE00004752,CUST02295,SUB002295,2025-08-15,6,2,Desktop,3
USE00004753,CUST01533,SUB001533,2025-10-21,25,1,Console,0
USE00004754,CUST02970,SUB002970,2024-07-07,14,1,Desktop,0
USE00004755,CUST03000,SUB003000,2025-08-25,51,3,Smart TV,2
USE00004756,CUST00083,SUB000083,2025-07-10,67,1,Mobile,0
USE00004757,CUST01916,SUB001916,2025-11-07,18,1,Desktop,0
USE00004758,CUST03248,SUB003248,2025-08-22,74,2,Mobile,9
USE00004759,CUST02178,SUB002178,2025-11-10,0,1,Desktop,10
USE00004760,CUST02395,SUB002395,2025-09-18,38,2,Mobile,2
USE00004761,CUST02797,SUB002797,2025-10-31,0,1,Mobile,6
USE00004762,CUST02000,SUB002000,2025-02-08,29,2,Mobile,15
USE00004763,CUST03320,SUB003320,2025-11-01,85,1,Tablet,6
USE00004764,CUST00908,SUB000908,2025-11-02,33,3,Mobile,2
USE00004765,CUST01266,SUB001266,2025-10-31,118,2,Mobile,4
USE00004766,CUST01917,SUB001917,2024-07-15,33,1,Mobile,1
USE00004767,CUST03396,SUB003396,2025-11-13,98,1,Tablet,0
USE00004768,CUST02470,SUB002470,2025-10-30,0,1,Mobile,2
USE00004769,CUST02654,SUB002654,2025-07-26,124,1,Tablet,8
USE00004770,CUST02207,SUB002207,2025-04-06,149,1,Desktop,12
USE00004771,CUST00822,SUB000822,2025-08-04,2,1,Desktop,1
USE00004772,CUST01109,SUB001109,2025-08-02,59,1,Desktop,6
USE00004773,CUST00717,SUB000717,2025-10-27,67,1,Mobile,3
USE00004774,CUST00709,SUB000709,2025-03-07,0,1,Smart TV,5
USE00004775,CUST02757,SUB002757,2025-09-20,113,1,Desktop,10
USE00004776,CUST02110,SUB002110,2024-04-11,0,1,Tablet,2
USE00004777,CUST02397,SUB002397,2025-09-21,2,1,Smart TV,6
USE00004778,CUST01660,SUB001660,2025-11-09,43,1,Smart TV,12
USE00004779,CUST02182,SUB002182,2025-07-06,27,1,Desktop,8
USE00004780,CUST01231,SUB001231,2024-06-16,0,1,Smart TV,2
USE00004781,CUST00827,SUB000827,2024-07-01,44,1,Desktop,1
USE00004782,CUST02565,SUB002565,2025-10-29,45,1,Mobile,12
USE00004783,CUST02250,SUB002250,2025-05-29,35,2,Mobile,9
USE00004784,CUST01717,SUB001717,2025-04-09,14,4,Mobile,5
USE00004785,CUST00679,SUB000679,2025-11-03,79,1,Mobile,6
USE00004786,CUST00023,SUB000023,2025-02-13,17,1,Mobile,11
USE00004787,CUST03484,SUB003484,2025-10-23,62,3,Mobile,0
USE00004788,CUST01579,SUB001579,2025-10-04,15,1,Desktop,17
USE00004789,CUST03129,SUB003129,2025-01-05,0,1,Desktop,2
USE00004790,CUST01182,SUB001182,2025-10-10,0,1,Mobile,3
USE00004791,CUST01994,SUB001994,2025-11-15,0,1,Mobile,6
USE00004792,CUST02802,SUB002802,2024-08-18,83,2,Desktop,2
USE00004793,CUST00088,SUB000088,2025-01-15,112,1,Mobile,2
USE00004794,CUST01761,SUB001761,2025-10-23,0,2,Mobile,10
USE00004795,CUST00895,SUB000895,2025-09-20,56,1,Tablet,12
USE00004796,CUST01819,SUB001819,2025-04-19,39,2,Desktop,1
USE00004797,CUST00593,SUB000593,2025-10-23,26,1,Mobile,12
USE00004798,CUST01271,SUB001271,2025-06-13,68,2,Smart TV,13
USE00004799,CUST01854,SUB001854,2025-09-17,7,1,Console,9
USE00004800,CUST03481,SUB003481,2025-11-09,71,1,Smart TV,10
USE00004801,CUST03070,SUB003070,2025-09-02,28,1,Tablet,15
USE00004802,CUST01395,SUB001395,2025-06-21,46,1,Smart TV,2
USE00004803,CUST03497,SUB003497,2025-03-18,0,1,Tablet,3
USE00004804,CUST03129,SUB003129,2025-08-10,45,1,Mobile,5
USE00004805,CUST02959,SUB002959,2024-08-22,27,1,Desktop,2
USE00004806,CUST00178,SUB000178,2025-09-18,75,1,Desktop,0
USE00004807,CUST01472,SUB001472,2025-11-02,72,1,Mobile,0
USE00004808,CUST02036,SUB002036,2025-01-14,0,1,Tablet,6
USE00004809,CUST01918,SUB001918,2025-10-31,22,1,Mobile,9
USE00004810,CUST02921,SUB002921,2025-10-19,115,1,Desktop,10
USE00004811,CUST01925,SUB001925,2025-10-30,66,1,Desktop,14
USE00004812,CUST00831,SUB000831,2025-09-25,28,1,Smart TV,5
USE00004813,CUST01622,SUB001622,2025-03-26,11,1,Console,0
USE00004814,CUST01598,SUB001598,2025-07-24,0,1,Mobile,3
USE00004815,CUST00735,SUB000735,2025-09-26,0,1,Mobile,4
USE00004816,CUST00060,SUB000060,2025-08-16,45,1,Mobile,3
USE00004817,CUST01246,SUB001246,2025-10-15,76,1,Desktop,6
USE00004818,CUST01633,SUB001633,2025-11-10,0,1,Desktop,1
USE00004819,CUST03133,SUB003133,2025-03-12,0,2,Mobile,3
USE00004820,CUST01342,SUB001342,2025-11-12,142,1,Mobile,3
USE00004821,CUST00535,SUB000535,2025-05-06,0,1,Mobile,1
USE00004822,CUST01562,SUB001562,2024-10-08,0,2,Mobile,1
USE00004823,CUST00827,SUB000827,2024-09-08,114,1,Tablet,11
USE00004824,CUST03263,SUB003263,2025-09-26,0,2,Mobile,1
USE00004825,CUST01166,SUB001166,2025-11-04,0,1,Mobile,3
USE00004826,CUST00625,SUB000625,2025-11-16,44,2,Mobile,9
USE00004827,CUST02959,SUB002959,2024-02-10,19,1,Mobile,7
USE00004828,CUST00660,SUB000660,2025-10-21,66,1,Mobile,1
USE00004829,CUST00440,SUB000440,2025-11-16,13,1,Mobile,3
USE00004830,CUST01849,SUB001849,2024-11-12,33,1,Mobile,14
USE00004831,CUST00384,SUB000384,2025-06-16,32,1,Mobile,4
USE00004832,CUST02835,SUB002835,2025-10-08,65,2,Mobile,19
USE00004833,CUST02763,SUB002763,2025-08-16,11,1,Mobile,2
USE00004834,CUST00593,SUB000593,2025-11-03,24,1,Tablet,1
USE00004835,CUST00053,SUB000053,2025-05-28,28,1,Mobile,7
USE00004836,CUST01490,SUB001490,2025-11-09,8,3,Mobile,0
USE00004837,CUST02181,SUB002181,2023-09-15,0,1,Smart TV,1
USE00004838,CUST02086,SUB002086,2025-09-23,30,1,Mobile,0
USE00004839,CUST00615,SUB000615,2025-07-17,31,1,Desktop,4
USE00004840,CUST01489,SUB001489,2025-07-24,2,1,Desktop,0
USE00004841,CUST01871,SUB001871,2025-01-20,144,2,Mobile,0
USE00004842,CUST02393,SUB002393,2025-08-04,79,1,Desktop,2
USE00004843,CUST00557,SUB000557,2025-09-07,0,2,Desktop,5
USE00004844,CUST00463,SUB000463,2025-07-09,0,1,Smart TV,7
USE00004845,CUST01296,SUB001296,2025-09-26,0,2,Desktop,0
USE00004846,CUST02329,SUB002329,2025-09-04,0,5,Mobile,0
USE00004847,CUST02727,SUB002727,2025-11-13,0,2,Mobile,1
USE00004848,CUST00249,SUB000249,2025-10-05,101,1,Mobile,2
USE00004849,CUST00217,SUB000217,2025-06-19,27,1,Smart TV,3
USE00004850,CUST01673,SUB001673,2024-08-12,19,1,Mobile,3
USE00004851,CUST00318,SUB000318,2025-09-26,0,1,Mobile,4
USE00004852,CUST01269,SUB001269,2025-11-16,55,1,Mobile,7
USE00004853,CUST03389,SUB003389,2023-07-02,67,2,Desktop,4
USE00004854,CUST00347,SUB000347,2025-10-01,26,1,Mobile,9
USE00004855,CUST00540,SUB000540,2023-08-17,24,1,Smart TV,9
USE00004856,CUST01773,SUB001773,2025-10-29,83,1,Desktop,7
USE00004857,CUST00890,SUB000890,2025-10-17,0,1,Desktop,5
USE00004858,CUST01880,SUB001880,2025-08-01,48,1,Tablet,0
USE00004859,CUST01061,SUB001061,2025-10-16,75,1,Mobile,25
USE00004860,CUST01328,SUB001328,2024-05-08,0,1,Mobile,4
USE00004861,CUST03113,SUB003113,2024-12-29,22,2,Mobile,0
USE00004862,CUST00367,SUB000367,2025-11-15,0,1,Mobile,0
USE00004863,CUST03495,SUB003495,2025-10-10,43,1,Desktop,2
USE00004864,CUST02139,SUB002139,2025-06-25,0,1,Mobile,0
USE00004865,CUST03239,SUB003239,2025-11-10,93,3,Mobile,1
USE00004866,CUST00800,SUB000800,2024-03-07,55,2,Smart TV,3
USE00004867,CUST01849,SUB001849,2025-09-21,92,1,Mobile,10
USE00004868,CUST01369,SUB001369,2025-08-22,0,1,Mobile,3
USE00004869,CUST02577,SUB002577,2025-09-09,31,2,Tablet,8
USE00004870,CUST00626,SUB000626,2024-06-11,38,1,Mobile,25
USE00004871,CUST03054,SUB003054,2025-01-15,0,1,Mobile,3
USE00004872,CUST00030,SUB000030,2025-09-21,70,1,Mobile,12
USE00004873,CUST01580,SUB001580,2025-10-25,0,1,Mobile,8
USE00004874,CUST02747,SUB002747,2025-10-05,0,2,Mobile,0
USE00004875,CUST02271,SUB002271,2024-09-12,0,1,Smart TV,5
USE00004876,CUST00218,SUB000218,2025-10-26,58,1,Mobile,1
USE00004877,CUST00011,SUB000011,2025-02-11,65,2,Tablet,2
USE00004878,CUST02266,SUB002266,2025-09-04,21,1,Mobile,10
USE00004879,CUST03387,SUB003387,2025-03-14,69,3,Smart TV,4
USE00004880,CUST00671,SUB000671,2024-11-16,26,2,Mobile,0
USE00004881,CUST00890,SUB000890,2024-05-06,101,1,Mobile,4
USE00004882,CUST00963,SUB000963,2025-05-28,26,2,Mobile,11
USE00004883,CUST02517,SUB002517,2025-07-26,37,1,Mobile,10
USE00004884,CUST02196,SUB002196,2025-10-14,49,2,Desktop,2
USE00004885,CUST02681,SUB002681,2025-05-27,85,1,Tablet,2
USE00004886,CUST03006,SUB003006,2024-12-03,0,2,Mobile,11
USE00004887,CUST00083,SUB000083,2024-11-10,96,1,Mobile,1
USE00004888,CUST02243,SUB002243,2024-03-07,21,2,Mobile,0
USE00004889,CUST00103,SUB000103,2025-04-22,47,1,Console,3
USE00004890,CUST02607,SUB002607,2024-12-17,71,1,Console,11
USE00004891,CUST02372,SUB002372,2025-10-15,126,2,Desktop,5
USE00004892,CUST02401,SUB002401,2024-05-10,12,2,Desktop,2
USE00004893,CUST00130,SUB000130,2025-06-30,65,3,Mobile,6
USE00004894,CUST02707,SUB002707,2025-10-02,10,2,Mobile,0
USE00004895,CUST01543,SUB001543,2025-07-03,0,1,Tablet,2
USE00004896,CUST01083,SUB001083,2025-10-06,28,1,Desktop,1
USE00004897,CUST00572,SUB000572,2025-11-17,0,4,Desktop,1
USE00004898,CUST00911,SUB000911,2025-07-03,67,1,Desktop,5
USE00004899,CUST02471,SUB002471,2025-11-17,46,1,Tablet,7
USE00004900,CUST02236,SUB002236,2025-06-18,78,2,Desktop,0
USE00004901,CUST03228,SUB003228,2025-09-21,0,3,Mobile,6
USE00004902,CUST02345,SUB002345,2025-08-06,0,1,Mobile,6
USE00004903,CUST03259,SUB003259,2023-06-07,13,1,Tablet,13
