BillingID,SubscriptionID,CustomerID,BillingDate,Amount,Discount,Tax,FinalAmount,PaymentMethod
BILL0009147,SUB001114,CUST01114,2024-04-23,29.99,0.0,2.97,32.96,Google Pay
BILL0009148,SUB001114,CUST01114,2024-05-23,29.99,0.0,3.5,33.49,Debit Card
BILL0009149,SUB001114,CUST01114,2024-06-23,29.99,0.0,3.36,33.35,Debit Card
BILL0009150,SUB001114,CUST01114,2024-07-23,29.99,0.0,1.8,31.79,Debit Card
BILL0009151,SUB001114,CUST01114,2024-08-23,29.99,0.0,1.98,31.97,Credit Card
BILL0009152,SUB001114,CUST01114,2024-09-23,29.99,0.0,2.4,32.39,Debit Card
BILL0009153,SUB001114,CUST01114,2024-10-23,29.99,0.0,1.69,31.68,Apple Pay
BILL0009154,SUB001114,CUST01114,2024-11-23,29.99,0.0,2.54,32.53,PayPal
BILL0009155,SUB001114,CUST01114,2024-12-23,29.99,0.0,2.11,32.1,Credit Card
BILL0009156,SUB001114,CUST01114,2025-01-23,29.99,0.0,2.38,32.37,Debit Card
BILL0009157,SUB001114,CUST01114,2025-02-23,29.99,3.0,1.53,28.52,Net Banking
BILL0009158,SUB001114,CUST01114,2025-03-23,29.99,0.0,1.54,31.53,Debit Card
BILL0009159,SUB001114,CUST01114,2025-04-23,29.99,0.0,1.97,31.96,Debit Card
BILL0009160,SUB001114,CUST01114,2025-05-23,29.99,0.0,2.0,31.99,UPI
BILL0009161,SUB001114,CUST01114,2025-06-23,29.99,0.0,3.14,33.13,Net Banking
BILL0009162,SUB001114,CUST01114,2025-07-23,29.99,0.0,2.92,32.91,PayPal
BILL0009163,SUB001114,CUST01114,2025-08-23,29.99,0.0,2.51,32.5,Net Banking
BILL0009164,SUB001114,CUST01114,2025-09-23,29.99,0.0,2.73,32.72,PayPal
BILL0009165,SUB001114,CUST01114,2025-10-23,29.99,0.0,2.59,32.58,PayPal
BILL0009166,SUB001115,CUST01115,2025-08-01,12.99,0.0,1.49,14.48,Debit Card
BILL0009167,SUB001115,CUST01115,2025-09-01,12.99,0.0,1.51,14.5,Credit Card
BILL0009168,SUB001115,CUST01115,2025-10-01,12.99,0.0,1.43,14.42,Apple Pay
BILL0009169,SUB001116,CUST01116,2025-04-22,12.99,0.0,1.11,14.1,Credit Card
BILL0009170,SUB001116,CUST01116,2025-05-22,12.99,0.0,0.66,13.65,Apple Pay
BILL0009171,SUB001116,CUST01116,2025-06-22,12.99,0.0,1.32,14.31,Google Pay
BILL0009172,SUB001116,CUST01116,2025-07-22,12.99,0.0,1.3,14.29,Apple Pay
BILL0009173,SUB001116,CUST01116,2025-08-22,12.99,0.0,1.2,14.19,Apple Pay
BILL0009174,SUB001116,CUST01116,2025-09-22,12.99,0.0,0.98,13.97,Stripe
BILL0009175,SUB001116,CUST01116,2025-10-22,12.99,0.0,1.53,14.52,Debit Card
BILL0009176,SUB001117,CUST01117,2025-07-13,7.99,0.0,0.69,8.68,UPI
BILL0009177,SUB001117,CUST01117,2025-08-13,7.99,0.0,0.53,8.52,Apple Pay
BILL0009178,SUB001117,CUST01117,2025-09-13,7.99,0.0,0.55,8.54,Stripe
BILL0009179,SUB001117,CUST01117,2025-10-13,7.99,0.0,0.47,8.46,Stripe
BILL0009180,SUB001117,CUST01117,2025-11-13,7.99,0.0,0.93,8.92,Net Banking
BILL0009181,SUB001118,CUST01118,2025-07-31,7.99,0.0,0.54,8.53,PayPal
BILL0009182,SUB001118,CUST01118,2025-08-31,7.99,0.0,0.71,8.7,Stripe
BILL0009183,SUB001118,CUST01118,2025-09-30,7.99,0.0,0.91,8.9,Credit Card
BILL0009184,SUB001118,CUST01118,2025-10-31,7.99,0.0,0.74,8.73,Debit Card
BILL0009185,SUB001119,CUST01119,2024-10-08,7.99,0.0,0.96,8.95,Apple Pay
BILL0009186,SUB001119,CUST01119,2024-11-08,7.99,0.0,0.58,8.57,Debit Card
BILL0009187,SUB001119,CUST01119,2024-12-08,7.99,0.0,0.87,8.86,Google Pay
BILL0009188,SUB001119,CUST01119,2025-01-08,7.99,0.0,0.86,8.85,Credit Card
BILL0009189,SUB001119,CUST01119,2025-02-08,7.99,0.0,0.65,8.64,PayPal
BILL0009190,SUB001119,CUST01119,2025-03-08,7.99,0.0,0.59,8.58,Apple Pay
BILL0009191,SUB001119,CUST01119,2025-04-08,7.99,0.0,0.94,8.93,Stripe
BILL0009192,SUB001119,CUST01119,2025-05-08,7.99,0.0,0.69,8.68,Debit Card
BILL0009193,SUB001119,CUST01119,2025-06-08,7.99,0.0,0.84,8.83,Net Banking
BILL0009194,SUB001119,CUST01119,2025-07-08,7.99,0.0,0.47,8.46,Apple Pay
BILL0009195,SUB001119,CUST01119,2025-08-08,7.99,0.0,0.85,8.84,Debit Card
BILL0009196,SUB001119,CUST01119,2025-09-08,7.99,1.6,0.92,7.31,Google Pay
BILL0009197,SUB001119,CUST01119,2025-10-08,7.99,0.0,0.94,8.93,Apple Pay
BILL0009198,SUB001119,CUST01119,2025-11-08,7.99,0.0,0.96,8.95,Google Pay
BILL0009199,SUB001120,CUST01120,2025-04-04,12.99,0.0,1.55,14.54,Debit Card
BILL0009200,SUB001120,CUST01120,2025-05-04,12.99,0.0,1.28,14.27,Stripe
BILL0009201,SUB001120,CUST01120,2025-06-04,12.99,0.0,0.72,13.71,UPI
BILL0009202,SUB001120,CUST01120,2025-07-04,12.99,0.0,1.3,14.29,Credit Card
BILL0009203,SUB001120,CUST01120,2025-08-04,12.99,0.0,1.22,14.21,UPI
BILL0009204,SUB001120,CUST01120,2025-09-04,12.99,0.0,1.19,14.18,Google Pay
BILL0009205,SUB001120,CUST01120,2025-10-04,12.99,0.0,1.17,14.16,PayPal
BILL0009206,SUB001120,CUST01120,2025-11-04,12.99,0.0,0.67,13.66,Google Pay
BILL0009207,SUB001121,CUST01121,2024-03-01,7.99,0.0,0.85,8.84,Credit Card
BILL0009208,SUB001122,CUST01122,2025-02-04,0.0,0.0,0.0,0.0,UPI
BILL0009209,SUB001122,CUST01122,2025-03-04,0.0,0.0,0.0,0.0,UPI
BILL0009210,SUB001122,CUST01122,2025-04-04,0.0,0.0,0.0,0.0,Stripe
BILL0009211,SUB001122,CUST01122,2025-05-04,0.0,0.0,0.0,0.0,Google Pay
BILL0009212,SUB001122,CUST01122,2025-06-04,0.0,0.0,0.0,0.0,Apple Pay
BILL0009213,SUB001122,CUST01122,2025-07-04,0.0,0.0,0.0,0.0,Net Banking
BILL0009214,SUB001122,CUST01122,2025-08-04,0.0,0.0,0.0,0.0,UPI
BILL0009215,SUB001122,CUST01122,2025-09-04,0.0,0.0,0.0,0.0,Apple Pay
BILL0009216,SUB001122,CUST01122,2025-10-04,0.0,0.0,0.0,0.0,Credit Card
BILL0009217,SUB001122,CUST01122,2025-11-04,0.0,0.0,0.0,0.0,Apple Pay
BILL0009218,SUB001123,CUST01123,2025-07-24,19.99,0.0,1.48,21.47,Net Banking
BILL0009219,SUB001123,CUST01123,2025-08-24,19.99,0.0,1.38,21.37,Net Banking
BILL0009220,SUB001123,CUST01123,2025-09-24,19.99,0.0,1.84,21.83,Stripe
BILL0009221,SUB001123,CUST01123,2025-10-24,19.99,0.0,2.36,22.35,Debit Card
BILL0009222,SUB001124,CUST01124,2025-01-09,0.0,0.0,0.0,0.0,Net Banking
BILL0009223,SUB001124,CUST01124,2025-02-09,0.0,0.0,0.0,0.0,Google Pay
BILL0009224,SUB001124,CUST01124,2025-03-09,0.0,0.0,0.0,0.0,Stripe
BILL0009225,SUB001124,CUST01124,2025-04-09,0.0,0.0,0.0,0.0,Net Banking
BILL0009226,SUB001124,CUST01124,2025-05-09,0.0,0.0,0.0,0.0,PayPal
BILL0009227,SUB001124,CUST01124,2025-06-09,0.0,0.0,0.0,0.0,Net Banking
BILL0009228,SUB001124,CUST01124,2025-07-09,0.0,0.0,0.0,0.0,Debit Card
BILL0009229,SUB001124,CUST01124,2025-08-09,0.0,0.0,0.0,0.0,Apple Pay
BILL0009230,SUB001124,CUST01124,2025-09-09,0.0,0.0,0.0,0.0,Net Banking
BILL0009231,SUB001124,CUST01124,2025-10-09,0.0,0.0,0.0,0.0,Apple Pay
BILL0009232,SUB001124,CUST01124,2025-11-09,0.0,0.0,0.0,0.0,Apple Pay
BILL0009233,SUB001125,CUST01125,2025-03-26,12.99,0.0,0.79,13.78,Credit Card
BILL0009234,SUB001125,CUST01125,2025-04-26,12.99,0.0,1.49,14.48,Apple Pay
BILL0009235,SUB001125,CUST01125,2025-05-26,12.99,0.0,1.11,14.1,UPI
BILL0009236,SUB001125,CUST01125,2025-06-26,12.99,0.0,1.42,14.41,Google Pay
BILL0009237,SUB001125,CUST01125,2025-07-26,12.99,0.0,1.04,14.03,Google Pay
BILL0009238,SUB001125,CUST01125,2025-08-26,12.99,0.0,0.97,13.96,Net Banking
BILL0009239,SUB001125,CUST01125,2025-09-26,12.99,0.0,1.43,14.42,PayPal
BILL0009240,SUB001126,CUST01126,2025-10-11,7.99,0.0,0.41,8.4,Net Banking
BILL0009241,SUB001126,CUST01126,2025-11-11,7.99,0.0,0.67,8.66,Google Pay
BILL0009242,SUB001127,CUST01127,2025-11-17,19.99,0.0,1.52,21.51,UPI
BILL0009243,SUB001128,CUST01128,2025-09-06,7.99,0.0,0.57,8.56,Google Pay
BILL0009244,SUB001128,CUST01128,2025-10-06,7.99,0.0,0.93,8.92,UPI
BILL0009245,SUB001128,CUST01128,2025-11-06,7.99,0.0,0.52,8.51,Net Banking
BILL0009246,SUB001129,CUST01129,2025-02-26,7.99,0.0,0.53,8.52,Credit Card
BILL0009247,SUB001129,CUST01129,2025-03-26,7.99,0.0,0.76,8.75,Apple Pay
BILL0009248,SUB001129,CUST01129,2025-04-26,7.99,0.0,0.76,8.75,Net Banking
BILL0009249,SUB001129,CUST01129,2025-05-26,7.99,0.0,0.91,8.9,Credit Card
BILL0009250,SUB001129,CUST01129,2025-06-26,7.99,0.0,0.85,8.84,Google Pay
BILL0009251,SUB001129,CUST01129,2025-07-26,7.99,0.0,0.59,8.58,PayPal
BILL0009252,SUB001129,CUST01129,2025-08-26,7.99,0.0,0.7,8.69,Debit Card
BILL0009253,SUB001129,CUST01129,2025-09-26,7.99,0.0,0.43,8.42,Google Pay
BILL0009254,SUB001129,CUST01129,2025-10-26,7.99,0.0,0.46,8.45,Net Banking
BILL0009255,SUB001130,CUST01130,2023-11-13,7.99,0.0,0.83,8.82,Google Pay
BILL0009256,SUB001130,CUST01130,2023-12-13,7.99,0.0,0.95,8.94,Google Pay
BILL0009257,SUB001130,CUST01130,2024-01-13,7.99,0.0,0.93,8.92,Credit Card
BILL0009258,SUB001130,CUST01130,2024-02-13,7.99,0.0,0.6,8.59,Debit Card
BILL0009259,SUB001130,CUST01130,2024-03-13,7.99,0.0,0.57,8.56,UPI
BILL0009260,SUB001130,CUST01130,2024-04-13,7.99,0.0,0.91,8.9,Net Banking
BILL0009261,SUB001130,CUST01130,2024-05-13,7.99,0.0,0.53,8.52,Debit Card
BILL0009262,SUB001130,CUST01130,2024-06-13,7.99,0.0,0.7,8.69,Apple Pay
BILL0009263,SUB001130,CUST01130,2024-07-13,7.99,0.0,0.44,8.43,Net Banking
BILL0009264,SUB001130,CUST01130,2024-08-13,7.99,0.0,0.95,8.94,Stripe
BILL0009265,SUB001130,CUST01130,2024-09-13,7.99,0.0,0.88,8.87,Net Banking
BILL0009266,SUB001130,CUST01130,2024-10-13,7.99,0.0,0.53,8.52,Google Pay
BILL0009267,SUB001131,CUST01131,2024-12-23,7.99,0.0,0.9,8.89,Credit Card
BILL0009268,SUB001131,CUST01131,2025-01-23,7.99,0.0,0.89,8.88,Net Banking
BILL0009269,SUB001131,CUST01131,2025-02-23,7.99,0.0,0.89,8.88,Debit Card
BILL0009270,SUB001131,CUST01131,2025-03-23,7.99,0.0,0.72,8.71,PayPal
BILL0009271,SUB001131,CUST01131,2025-04-23,7.99,0.0,0.46,8.45,PayPal
BILL0009272,SUB001131,CUST01131,2025-05-23,7.99,0.0,0.72,8.71,Net Banking
BILL0009273,SUB001131,CUST01131,2025-06-23,7.99,1.6,0.58,6.97,Credit Card
BILL0009274,SUB001131,CUST01131,2025-07-23,7.99,0.0,0.45,8.44,Credit Card
BILL0009275,SUB001131,CUST01131,2025-08-23,7.99,0.0,0.76,8.75,Debit Card
BILL0009276,SUB001131,CUST01131,2025-09-23,7.99,0.0,0.96,8.95,Google Pay
BILL0009277,SUB001131,CUST01131,2025-10-23,7.99,0.0,0.8,8.79,Google Pay
BILL0009278,SUB001132,CUST01132,2025-07-22,0.0,0.0,0.0,0.0,Net Banking
BILL0009279,SUB001132,CUST01132,2025-08-22,0.0,0.0,0.0,0.0,Apple Pay
BILL0009280,SUB001132,CUST01132,2025-09-22,0.0,0.0,0.0,0.0,Apple Pay
BILL0009281,SUB001132,CUST01132,2025-10-22,0.0,0.0,0.0,0.0,Stripe
BILL0009282,SUB001133,CUST01133,2025-08-12,12.99,0.0,0.83,13.82,Google Pay
BILL0009283,SUB001133,CUST01133,2025-09-12,12.99,0.0,1.4,14.39,Stripe
BILL0009284,SUB001133,CUST01133,2025-10-12,12.99,0.0,1.2,14.19,UPI
BILL0009285,SUB001133,CUST01133,2025-11-12,12.99,0.0,0.84,13.83,Apple Pay
BILL0009286,SUB001134,CUST01134,2024-06-12,12.99,0.0,0.85,13.84,Credit Card
BILL0009287,SUB001134,CUST01134,2024-07-12,12.99,2.6,0.66,11.05,Apple Pay
BILL0009288,SUB001134,CUST01134,2024-08-12,12.99,0.0,1.26,14.25,PayPal
BILL0009289,SUB001134,CUST01134,2024-09-12,12.99,0.0,1.56,14.55,PayPal
BILL0009290,SUB001134,CUST01134,2024-10-12,12.99,0.0,1.33,14.32,Credit Card
BILL0009291,SUB001134,CUST01134,2024-11-12,12.99,0.0,1.48,14.47,Debit Card
BILL0009292,SUB001134,CUST01134,2024-12-12,12.99,0.0,0.66,13.65,Credit Card
BILL0009293,SUB001134,CUST01134,2025-01-12,12.99,0.0,0.77,13.76,Stripe
BILL0009294,SUB001134,CUST01134,2025-02-12,12.99,0.0,1.09,14.08,Debit Card
BILL0009295,SUB001134,CUST01134,2025-03-12,12.99,0.0,1.32,14.31,UPI
BILL0009296,SUB001134,CUST01134,2025-04-12,12.99,0.0,1.0,13.99,Google Pay
BILL0009297,SUB001134,CUST01134,2025-05-12,12.99,0.0,1.24,14.23,Apple Pay
BILL0009298,SUB001134,CUST01134,2025-06-12,12.99,1.3,1.22,12.91,Net Banking
BILL0009299,SUB001134,CUST01134,2025-07-12,12.99,0.0,1.08,14.07,Apple Pay
BILL0009300,SUB001134,CUST01134,2025-08-12,12.99,0.0,0.72,13.71,Net Banking
BILL0009301,SUB001134,CUST01134,2025-09-12,12.99,0.0,0.87,13.86,Stripe
BILL0009302,SUB001134,CUST01134,2025-10-12,12.99,0.0,0.89,13.88,PayPal
BILL0009303,SUB001134,CUST01134,2025-11-12,12.99,0.0,1.27,14.26,UPI
BILL0009304,SUB001135,CUST01135,2024-02-28,0.0,0.0,0.0,0.0,Google Pay
BILL0009305,SUB001135,CUST01135,2024-03-28,0.0,0.0,0.0,0.0,Credit Card
BILL0009306,SUB001135,CUST01135,2024-04-28,0.0,0.0,0.0,0.0,UPI
BILL0009307,SUB001135,CUST01135,2024-05-28,0.0,0.0,0.0,0.0,Credit Card
BILL0009308,SUB001135,CUST01135,2024-06-28,0.0,0.0,0.0,0.0,Debit Card
BILL0009309,SUB001135,CUST01135,2024-07-28,0.0,0.0,0.0,0.0,Google Pay
BILL0009310,SUB001135,CUST01135,2024-08-28,0.0,0.0,0.0,0.0,Net Banking
BILL0009311,SUB001135,CUST01135,2024-09-28,0.0,0.0,0.0,0.0,Debit Card
BILL0009312,SUB001135,CUST01135,2024-10-28,0.0,0.0,0.0,0.0,UPI
BILL0009313,SUB001135,CUST01135,2024-11-28,0.0,0.0,0.0,0.0,Stripe
BILL0009314,SUB001135,CUST01135,2024-12-28,0.0,0.0,0.0,0.0,UPI
BILL0009315,SUB001135,CUST01135,2025-01-28,0.0,0.0,0.0,0.0,UPI
BILL0009316,SUB001135,CUST01135,2025-02-28,0.0,0.0,0.0,0.0,Google Pay
BILL0009317,SUB001135,CUST01135,2025-03-28,0.0,0.0,0.0,0.0,Credit Card
BILL0009318,SUB001135,CUST01135,2025-04-28,0.0,0.0,0.0,0.0,Google Pay
BILL0009319,SUB001135,CUST01135,2025-05-28,0.0,0.0,0.0,0.0,UPI
BILL0009320,SUB001135,CUST01135,2025-06-28,0.0,0.0,0.0,0.0,Stripe
BILL0009321,SUB001135,CUST01135,2025-07-28,0.0,0.0,0.0,0.0,Apple Pay
BILL0009322,SUB001135,CUST01135,2025-08-28,0.0,0.0,0.0,0.0,Stripe
BILL0009323,SUB001135,CUST01135,2025-09-28,0.0,0.0,0.0,0.0,Debit Card
BILL0009324,SUB001135,CUST01135,2025-10-28,0.0,0.0,0.0,0.0,UPI
BILL0009325,SUB001136,CUST01136,2025-08-12,7.99,0.8,0.82,8.01,Stripe
BILL0009326,SUB001136,CUST01136,2025-09-12,7.99,0.0,0.74,8.73,UPI
BILL0009327,SUB001136,CUST01136,2025-10-12,7.99,0.8,0.6,7.79,Apple Pay
BILL0009328,SUB001136,CUST01136,2025-11-12,7.99,0.0,0.73,8.72,UPI
BILL0009329,SUB001137,CUST01137,2025-10-14,7.99,0.0,0.45,8.44,Debit Card
BILL0009330,SUB001137,CUST01137,2025-11-14,7.99,0.0,0.83,8.82,Credit Card
BILL0009331,SUB001138,CUST01138,2024-12-23,19.99,0.0,1.31,21.3,PayPal
BILL0009332,SUB001138,CUST01138,2025-01-23,19.99,0.0,1.72,21.71,PayPal
BILL0009333,SUB001138,CUST01138,2025-02-23,19.99,0.0,2.21,22.2,Debit Card
BILL0009334,SUB001138,CUST01138,2025-03-23,19.99,0.0,1.77,21.76,Stripe
BILL0009335,SUB001138,CUST01138,2025-04-23,19.99,0.0,2.02,22.01,Apple Pay
BILL0009336,SUB001138,CUST01138,2025-05-23,19.99,0.0,1.15,21.14,Net Banking
BILL0009337,SUB001138,CUST01138,2025-06-23,19.99,0.0,1.21,21.2,Credit Card
BILL0009338,SUB001138,CUST01138,2025-07-23,19.99,0.0,1.64,21.63,Stripe
BILL0009339,SUB001138,CUST01138,2025-08-23,19.99,0.0,1.89,21.88,Google Pay
BILL0009340,SUB001138,CUST01138,2025-09-23,19.99,0.0,1.7,21.69,Apple Pay
BILL0009341,SUB001138,CUST01138,2025-10-23,19.99,0.0,1.7,21.69,Stripe
BILL0009342,SUB001139,CUST01139,2025-09-18,7.99,0.0,0.88,8.87,Stripe
BILL0009343,SUB001139,CUST01139,2025-10-18,7.99,0.0,0.49,8.48,Stripe
BILL0009344,SUB001140,CUST01140,2023-11-08,7.99,0.0,0.85,8.84,Stripe
BILL0009345,SUB001140,CUST01140,2023-12-08,7.99,0.0,0.75,8.74,Stripe
BILL0009346,SUB001140,CUST01140,2024-01-08,7.99,0.0,0.55,8.54,UPI
BILL0009347,SUB001140,CUST01140,2024-02-08,7.99,0.0,0.92,8.91,UPI
BILL0009348,SUB001140,CUST01140,2024-03-08,7.99,0.0,0.68,8.67,UPI
BILL0009349,SUB001140,CUST01140,2024-04-08,7.99,0.0,0.95,8.94,UPI
BILL0009350,SUB001140,CUST01140,2024-05-08,7.99,0.0,0.63,8.62,Credit Card
BILL0009351,SUB001140,CUST01140,2024-06-08,7.99,0.0,0.55,8.54,Debit Card
BILL0009352,SUB001140,CUST01140,2024-07-08,7.99,0.0,0.57,8.56,PayPal
BILL0009353,SUB001140,CUST01140,2024-08-08,7.99,0.0,0.85,8.84,Credit Card
BILL0009354,SUB001140,CUST01140,2024-09-08,7.99,0.0,0.78,8.77,Net Banking
BILL0009355,SUB001140,CUST01140,2024-10-08,7.99,0.0,0.68,8.67,Apple Pay
BILL0009356,SUB001140,CUST01140,2024-11-08,7.99,0.0,0.43,8.42,Stripe
BILL0009357,SUB001140,CUST01140,2024-12-08,7.99,0.0,0.93,8.92,Credit Card
BILL0009358,SUB001140,CUST01140,2025-01-08,7.99,0.0,0.51,8.5,Stripe
BILL0009359,SUB001140,CUST01140,2025-02-08,7.99,0.0,0.59,8.58,Stripe
BILL0009360,SUB001140,CUST01140,2025-03-08,7.99,1.2,0.9,7.69,PayPal
BILL0009361,SUB001140,CUST01140,2025-04-08,7.99,0.0,0.74,8.73,Stripe
BILL0009362,SUB001140,CUST01140,2025-05-08,7.99,0.0,0.43,8.42,UPI
BILL0009363,SUB001140,CUST01140,2025-06-08,7.99,0.0,0.81,8.8,Credit Card
BILL0009364,SUB001140,CUST01140,2025-07-08,7.99,0.0,0.6,8.59,Google Pay
BILL0009365,SUB001140,CUST01140,2025-08-08,7.99,0.0,0.91,8.9,Credit Card
BILL0009366,SUB001140,CUST01140,2025-09-08,7.99,0.0,0.86,8.85,Net Banking
BILL0009367,SUB001140,CUST01140,2025-10-08,7.99,0.0,0.96,8.95,PayPal
BILL0009368,SUB001140,CUST01140,2025-11-08,7.99,0.0,0.6,8.59,Apple Pay
BILL0009369,SUB001141,CUST01141,2024-11-15,0.0,0.0,0.0,0.0,Debit Card
BILL0009370,SUB001141,CUST01141,2024-12-15,0.0,0.0,0.0,0.0,PayPal
BILL0009371,SUB001141,CUST01141,2025-01-15,0.0,0.0,0.0,0.0,Stripe
BILL0009372,SUB001141,CUST01141,2025-02-15,0.0,0.0,0.0,0.0,Net Banking
BILL0009373,SUB001141,CUST01141,2025-03-15,0.0,0.0,0.0,0.0,Net Banking
BILL0009374,SUB001141,CUST01141,2025-04-15,0.0,0.0,0.0,0.0,Net Banking
BILL0009375,SUB001141,CUST01141,2025-05-15,0.0,0.0,0.0,0.0,PayPal
BILL0009376,SUB001141,CUST01141,2025-06-15,0.0,0.0,0.0,0.0,Debit Card
BILL0009377,SUB001141,CUST01141,2025-07-15,0.0,0.0,0.0,0.0,UPI
BILL0009378,SUB001141,CUST01141,2025-08-15,0.0,0.0,0.0,0.0,Credit Card
BILL0009379,SUB001141,CUST01141,2025-09-15,0.0,0.0,0.0,0.0,UPI
BILL0009380,SUB001141,CUST01141,2025-10-15,0.0,0.0,0.0,0.0,Google Pay
BILL0009381,SUB001141,CUST01141,2025-11-15,0.0,0.0,0.0,0.0,UPI
BILL0009382,SUB001142,CUST01142,2024-12-06,12.99,0.0,0.84,13.83,Google Pay
BILL0009383,SUB001142,CUST01142,2025-01-06,12.99,0.0,1.05,14.04,Net Banking
BILL0009384,SUB001142,CUST01142,2025-02-06,12.99,0.0,0.76,13.75,Google Pay
BILL0009385,SUB001142,CUST01142,2025-03-06,12.99,0.0,0.99,13.98,Stripe
BILL0009386,SUB001142,CUST01142,2025-04-06,12.99,0.0,1.53,14.52,Credit Card
BILL0009387,SUB001142,CUST01142,2025-05-06,12.99,0.0,0.96,13.95,UPI
BILL0009388,SUB001142,CUST01142,2025-06-06,12.99,0.0,1.56,14.55,Net Banking
BILL0009389,SUB001142,CUST01142,2025-07-06,12.99,0.0,1.2,14.19,Net Banking
BILL0009390,SUB001142,CUST01142,2025-08-06,12.99,0.0,0.79,13.78,Debit Card
BILL0009391,SUB001142,CUST01142,2025-09-06,12.99,0.0,1.15,14.14,Debit Card
BILL0009392,SUB001142,CUST01142,2025-10-06,12.99,0.0,1.56,14.55,Net Banking
BILL0009393,SUB001142,CUST01142,2025-11-06,12.99,0.0,1.08,14.07,Credit Card
BILL0009394,SUB001143,CUST01143,2025-08-20,29.99,0.0,3.49,33.48,Apple Pay
BILL0009395,SUB001143,CUST01143,2025-09-20,29.99,0.0,2.67,32.66,Debit Card
BILL0009396,SUB001143,CUST01143,2025-10-20,29.99,0.0,2.95,32.94,Apple Pay
BILL0009397,SUB001144,CUST01144,2025-10-11,19.99,0.0,1.97,21.96,Google Pay
BILL0009398,SUB001145,CUST01145,2025-03-25,0.0,0.0,0.0,0.0,Google Pay
BILL0009399,SUB001145,CUST01145,2025-04-25,0.0,0.0,0.0,0.0,UPI
BILL0009400,SUB001145,CUST01145,2025-05-25,0.0,0.0,0.0,0.0,Net Banking
BILL0009401,SUB001145,CUST01145,2025-06-25,0.0,0.0,0.0,0.0,Google Pay
BILL0009402,SUB001145,CUST01145,2025-07-25,0.0,0.0,0.0,0.0,Net Banking
BILL0009403,SUB001145,CUST01145,2025-08-25,0.0,0.0,0.0,0.0,Debit Card
BILL0009404,SUB001145,CUST01145,2025-09-25,0.0,0.0,0.0,0.0,Apple Pay
BILL0009405,SUB001145,CUST01145,2025-10-25,0.0,0.0,0.0,0.0,UPI
BILL0009406,SUB001146,CUST01146,2025-08-06,29.99,0.0,1.59,31.58,UPI
BILL0009407,SUB001146,CUST01146,2025-09-06,29.99,0.0,2.14,32.13,Net Banking
BILL0009408,SUB001146,CUST01146,2025-10-06,29.99,0.0,3.52,33.51,UPI
BILL0009409,SUB001146,CUST01146,2025-11-06,29.99,0.0,2.01,32.0,UPI
BILL0009410,SUB001147,CUST01147,2025-07-21,19.99,0.0,1.44,21.43,Net Banking
BILL0009411,SUB001147,CUST01147,2025-08-21,19.99,0.0,1.25,21.24,Stripe
BILL0009412,SUB001147,CUST01147,2025-09-21,19.99,0.0,1.02,21.01,Stripe
BILL0009413,SUB001147,CUST01147,2025-10-21,19.99,0.0,1.93,21.92,Stripe
BILL0009414,SUB001148,CUST01148,2025-11-02,0.0,0.0,0.0,0.0,Google Pay
BILL0009415,SUB001149,CUST01149,2024-04-04,7.99,0.0,0.41,8.4,Net Banking
BILL0009416,SUB001149,CUST01149,2024-05-04,7.99,0.0,0.53,8.52,PayPal
BILL0009417,SUB001149,CUST01149,2024-06-04,7.99,1.6,0.74,7.13,Google Pay
BILL0009418,SUB001149,CUST01149,2024-07-04,7.99,0.0,0.94,8.93,Google Pay
BILL0009419,SUB001149,CUST01149,2024-08-04,7.99,0.0,0.46,8.45,Net Banking
BILL0009420,SUB001149,CUST01149,2024-09-04,7.99,0.0,0.58,8.57,Stripe
BILL0009421,SUB001149,CUST01149,2024-10-04,7.99,0.0,0.43,8.42,Debit Card
BILL0009422,SUB001149,CUST01149,2024-11-04,7.99,0.0,0.45,8.44,Apple Pay
BILL0009423,SUB001149,CUST01149,2024-12-04,7.99,0.0,0.92,8.91,Debit Card
BILL0009424,SUB001149,CUST01149,2025-01-04,7.99,0.0,0.62,8.61,Google Pay
BILL0009425,SUB001149,CUST01149,2025-02-04,7.99,0.0,0.57,8.56,Google Pay
BILL0009426,SUB001149,CUST01149,2025-03-04,7.99,0.0,0.83,8.82,Credit Card
BILL0009427,SUB001149,CUST01149,2025-04-04,7.99,0.0,0.75,8.74,Debit Card
BILL0009428,SUB001149,CUST01149,2025-05-04,7.99,0.0,0.68,8.67,Credit Card
BILL0009429,SUB001149,CUST01149,2025-06-04,7.99,0.0,0.5,8.49,Google Pay
BILL0009430,SUB001149,CUST01149,2025-07-04,7.99,0.0,0.75,8.74,Net Banking
BILL0009431,SUB001149,CUST01149,2025-08-04,7.99,0.0,0.77,8.76,Apple Pay
BILL0009432,SUB001149,CUST01149,2025-09-04,7.99,0.0,0.93,8.92,Stripe
BILL0009433,SUB001149,CUST01149,2025-10-04,7.99,0.0,0.55,8.54,Stripe
BILL0009434,SUB001149,CUST01149,2025-11-04,7.99,0.0,0.59,8.58,Net Banking
BILL0009435,SUB001150,CUST01150,2025-05-23,19.99,0.0,1.68,21.67,Debit Card
BILL0009436,SUB001150,CUST01150,2025-06-23,19.99,2.0,1.62,19.61,Stripe
BILL0009437,SUB001150,CUST01150,2025-07-23,19.99,0.0,1.54,21.53,Net Banking
BILL0009438,SUB001150,CUST01150,2025-08-23,19.99,0.0,2.34,22.33,Net Banking
