SubscriptionID,CustomerID,Plan,MonthlyPrice,StartDate,EndDate,IsActive
SUB000855,CUST00855,Free,0.0,2025-08-25,2025-09-29,False
SUB000856,CUST00856,Free,0.0,2025-11-03,,True
SUB000857,CUST00857,Premium,19.99,2024-10-18,,True
SUB000858,CUST00858,Family,29.99,2024-11-02,,True
SUB000859,CUST00859,Standard,12.99,2025-11-03,,True
SUB000860,CUST00860,Premium,19.99,2024-03-13,,True
SUB000861,CUST00861,Standard,12.99,2025-03-12,,True
SUB000862,CUST00862,Standard,12.99,2024-10-30,2024-12-20,False
SUB000863,CUST00863,Basic,7.99,2025-05-10,,True
SUB000864,CUST00864,Basic,7.99,2025-01-11,,True
SUB000865,CUST00865,Standard,12.99,2024-11-25,,True
SUB000866,CUST00866,Standard,12.99,2025-08-20,,True
SUB000867,CUST00867,Free,0.0,2025-04-20,,True
SUB000868,CUST00868,Standard,12.99,2024-07-29,,True
SUB000869,CUST00869,Basic,7.99,2025-05-14,2025-09-25,False
SUB000870,CUST00870,Free,0.0,2025-06-24,,True
SUB000871,CUST00871,Basic,7.99,2023-04-10,2024-10-28,False
SUB000872,CUST00872,Basic,7.99,2025-10-14,2025-10-28,False
SUB000873,CUST00873,Basic,7.99,2025-08-03,,True
SUB000874,CUST00874,Free,0.0,2024-08-20,,True
SUB000875,CUST00875,Free,0.0,2025-11-07,,True
SUB000876,CUST00876,Basic,7.99,2025-10-06,2025-10-16,False
SUB000877,CUST00877,Standard,12.99,2024-11-08,,True
SUB000878,CUST00878,Premium,19.99,2023-01-18,2025-06-30,False
SUB000879,CUST00879,Basic,7.99,2025-05-19,2025-11-05,False
SUB000880,CUST00880,Basic,7.99,2025-02-01,,True
SUB000881,CUST00881,Free,0.0,2025-05-04,,True
SUB000882,CUST00882,Free,0.0,2025-10-07,,True
SUB000883,CUST00883,Free,0.0,2024-06-13,,True
SUB000884,CUST00884,Basic,7.99,2025-10-16,2025-11-06,False
SUB000885,CUST00885,Basic,7.99,2024-12-24,,True
SUB000886,CUST00886,Premium,19.99,2023-12-21,2025-05-26,False
SUB000887,CUST00887,Standard,12.99,2025-07-22,2025-08-24,False
SUB000888,CUST00888,Basic,7.99,2025-06-22,2025-09-03,False
SUB000889,CUST00889,Standard,12.99,2025-11-10,,True
SUB000890,CUST00890,Free,0.0,2024-01-28,,True
SUB000891,CUST00891,Standard,12.99,2025-06-19,,True
SUB000892,CUST00892,Basic,7.99,2025-09-15,,True
SUB000893,CUST00893,Premium,19.99,2025-10-22,2025-10-22,False
SUB000894,CUST00894,Standard,12.99,2025-02-11,,True
SUB000895,CUST00895,Standard,12.99,2025-08-24,,True
SUB000896,CUST00896,Free,0.0,2025-09-19,,True
SUB000897,CUST00897,Premium,19.99,2025-08-17,,True
SUB000898,CUST00898,Premium,19.99,2024-03-22,2025-05-08,False
SUB000899,CUST00899,Standard,12.99,2025-05-24,,True
SUB000900,CUST00900,Basic,7.99,2025-07-17,2025-11-11,False
SUB000901,CUST00901,Basic,7.99,2025-08-31,,True
SUB000902,CUST00902,Basic,7.99,2022-12-31,,True
SUB000903,CUST00903,Basic,7.99,2025-10-23,2025-10-23,False
SUB000904,CUST00904,Premium,19.99,2025-11-11,2025-11-15,False
SUB000905,CUST00905,Standard,12.99,2025-06-14,,True
SUB000906,CUST00906,Free,0.0,2025-05-03,2025-08-20,False
SUB000907,CUST00907,Free,0.0,2025-05-17,2025-08-24,False
SUB000908,CUST00908,Basic,7.99,2025-08-02,,True
SUB000909,CUST00909,Basic,7.99,2025-06-01,,True
SUB000910,CUST00910,Premium,19.99,2024-06-08,,True
SUB000911,CUST00911,Free,0.0,2024-04-02,,True
SUB000912,CUST00912,Basic,7.99,2025-07-14,,True
SUB000913,CUST00913,Basic,7.99,2025-11-10,,True
SUB000914,CUST00914,Basic,7.99,2025-07-09,,True
SUB000915,CUST00915,Basic,7.99,2025-10-04,2025-11-12,False
SUB000916,CUST00916,Standard,12.99,2025-05-25,,True
SUB000917,CUST00917,Basic,7.99,2025-02-03,,True
SUB000918,CUST00918,Standard,12.99,2025-10-29,2025-11-03,False
SUB000919,CUST00919,Basic,7.99,2024-04-26,,True
SUB000920,CUST00920,Standard,12.99,2024-07-13,2025-10-17,False
SUB000921,CUST00921,Basic,7.99,2024-12-09,,True
SUB000922,CUST00922,Free,0.0,2023-06-10,,True
SUB000923,CUST00923,Basic,7.99,2025-03-15,,True
SUB000924,CUST00924,Standard,12.99,2024-02-22,,True
SUB000925,CUST00925,Premium,19.99,2025-04-07,,True
SUB000926,CUST00926,Basic,7.99,2025-09-12,,True
SUB000927,CUST00927,Family,29.99,2025-01-22,,True
SUB000928,CUST00928,Premium,19.99,2025-08-26,2025-08-27,False
SUB000929,CUST00929,Free,0.0,2023-11-22,,True
SUB000930,CUST00930,Free,0.0,2024-07-27,,True
SUB000931,CUST00931,Free,0.0,2024-10-27,,True
SUB000932,CUST00932,Basic,7.99,2025-02-06,2025-03-20,False
SUB000933,CUST00933,Basic,7.99,2024-11-25,2025-02-04,False
SUB000934,CUST00934,Standard,12.99,2024-03-08,,True
SUB000935,CUST00935,Free,0.0,2024-04-22,,True
SUB000936,CUST00936,Basic,7.99,2025-11-08,,True
SUB000937,CUST00937,Basic,7.99,2024-09-16,,True
SUB000938,CUST00938,Family,29.99,2025-07-23,,True
SUB000939,CUST00939,Free,0.0,2025-09-28,,True
SUB000940,CUST00940,Basic,7.99,2025-06-24,2025-09-23,False
SUB000941,CUST00941,Standard,12.99,2025-10-17,,True
SUB000942,CUST00942,Basic,7.99,2024-12-16,,True
SUB000943,CUST00943,Family,29.99,2025-08-18,,True
SUB000944,CUST00944,Family,29.99,2025-07-13,2025-09-06,False
SUB000945,CUST00945,Free,0.0,2025-06-13,,True
SUB000946,CUST00946,Standard,12.99,2024-03-05,,True
SUB000947,CUST00947,Premium,19.99,2025-07-14,,True
SUB000948,CUST00948,Free,0.0,2025-10-02,,True
SUB000949,CUST00949,Standard,12.99,2023-08-13,,True
SUB000950,CUST00950,Standard,12.99,2025-10-03,,True
SUB000951,CUST00951,Basic,7.99,2024-10-11,,True
SUB000952,CUST00952,Standard,12.99,2025-10-24,,True
SUB000953,CUST00953,Free,0.0,2025-10-25,,True
SUB000954,CUST00954,Basic,7.99,2024-03-10,,True
SUB000955,CUST00955,Premium,19.99,2025-02-16,2025-07-09,False
SUB000956,CUST00956,Standard,12.99,2023-09-12,,True
SUB000957,CUST00957,Basic,7.99,2025-09-08,,True
SUB000958,CUST00958,Standard,12.99,2025-04-10,2025-11-03,False
SUB000959,CUST00959,Premium,19.99,2024-06-27,,True
SUB000960,CUST00960,Standard,12.99,2025-06-08,2025-08-02,False
SUB000961,CUST00961,Free,0.0,2025-04-25,,True
SUB000962,CUST00962,Basic,7.99,2025-02-19,,True
SUB000963,CUST00963,Premium,19.99,2025-02-01,2025-06-26,False
SUB000964,CUST00964,Basic,7.99,2024-09-01,,True
SUB000965,CUST00965,Basic,7.99,2024-01-22,,True
SUB000966,CUST00966,Standard,12.99,2024-07-13,,True
SUB000967,CUST00967,Premium,19.99,2025-10-14,,True
SUB000968,CUST00968,Standard,12.99,2023-10-20,2025-09-05,False
SUB000969,CUST00969,Basic,7.99,2024-07-08,,True
SUB000970,CUST00970,Basic,7.99,2025-09-20,,True
SUB000971,CUST00971,Basic,7.99,2025-10-30,,True
SUB000972,CUST00972,Premium,19.99,2025-04-17,,True
SUB000973,CUST00973,Free,0.0,2025-07-06,,True
SUB000974,CUST00974,Free,0.0,2025-01-05,,True
SUB000975,CUST00975,Free,0.0,2024-04-18,2024-06-18,False
SUB000976,CUST00976,Free,0.0,2025-03-26,,True
SUB000977,CUST00977,Free,0.0,2025-10-16,,True
SUB000978,CUST00978,Standard,12.99,2025-05-08,,True
SUB000979,CUST00979,Standard,12.99,2025-07-04,,True
SUB000980,CUST00980,Basic,7.99,2025-08-14,,True
SUB000981,CUST00981,Free,0.0,2025-08-18,,True
SUB000982,CUST00982,Basic,7.99,2023-10-12,,True
SUB000983,CUST00983,Free,0.0,2024-08-29,,True
SUB000984,CUST00984,Basic,7.99,2023-12-18,2024-03-12,False
SUB000985,CUST00985,Free,0.0,2025-02-06,,True
SUB000986,CUST00986,Free,0.0,2023-11-25,,True
SUB000987,CUST00987,Standard,12.99,2025-10-18,2025-11-11,False
SUB000988,CUST00988,Premium,19.99,2025-11-17,2025-11-17,False
SUB000989,CUST00989,Premium,19.99,2025-11-10,,True
SUB000990,CUST00990,Basic,7.99,2025-01-02,,True
SUB000991,CUST00991,Standard,12.99,2025-10-31,,True
SUB000992,CUST00992,Basic,7.99,2025-10-30,,True
SUB000993,CUST00993,Family,29.99,2024-10-01,,True
SUB000994,CUST00994,Standard,12.99,2024-08-14,2025-04-25,False
SUB000995,CUST00995,Basic,7.99,2024-08-19,2025-02-09,False
SUB000996,CUST00996,Premium,19.99,2025-01-13,,True
SUB000997,CUST00997,Free,0.0,2025-04-29,,True
SUB000998,CUST00998,Free,0.0,2024-06-15,2024-11-29,False
SUB000999,CUST00999,Standard,12.99,2024-08-04,,True
SUB001000,CUST01000,Basic,7.99,2025-11-15,2025-11-15,False
SUB001001,CUST01001,Premium,19.99,2025-05-04,,True
SUB001002,CUST01002,Free,0.0,2024-01-11,2024-11-29,False
SUB001003,CUST01003,Premium,19.99,2025-01-06,2025-05-13,False
SUB001004,CUST01004,Basic,7.99,2025-09-13,,True
SUB001005,CUST01005,Basic,7.99,2025-03-26,,True
SUB001006,CUST01006,Family,29.99,2025-08-13,,True
SUB001007,CUST01007,Standard,12.99,2025-05-22,,True
SUB001008,CUST01008,Free,0.0,2025-02-22,2025-04-24,False
SUB001009,CUST01009,Free,0.0,2024-11-05,,True
SUB001010,CUST01010,Basic,7.99,2025-09-22,,True
SUB001011,CUST01011,Family,29.99,2025-10-18,,True
SUB001012,CUST01012,Standard,12.99,2024-08-21,2024-11-02,False
SUB001013,CUST01013,Premium,19.99,2025-07-31,2025-11-06,False
SUB001014,CUST01014,Free,0.0,2025-05-15,2025-11-13,False
SUB001015,CUST01015,Basic,7.99,2025-11-07,2025-11-07,False
SUB001016,CUST01016,Standard,12.99,2025-10-14,2025-10-30,False
SUB001017,CUST01017,Standard,12.99,2025-01-13,2025-02-19,False
SUB001018,CUST01018,Free,0.0,2025-02-08,,True
SUB001019,CUST01019,Premium,19.99,2025-03-18,,True
SUB001020,CUST01020,Free,0.0,2024-03-17,2025-01-10,False
SUB001021,CUST01021,Premium,19.99,2024-08-27,,True
SUB001022,CUST01022,Premium,19.99,2024-12-29,,True
SUB001023,CUST01023,Basic,7.99,2025-10-25,2025-11-08,False
SUB001024,CUST01024,Premium,19.99,2024-09-10,,True
SUB001025,CUST01025,Premium,19.99,2025-10-01,,True
SUB001026,CUST01026,Free,0.0,2024-06-01,,True
SUB001027,CUST01027,Standard,12.99,2025-08-03,,True
SUB001028,CUST01028,Basic,7.99,2025-11-02,,True
SUB001029,CUST01029,Premium,19.99,2024-09-23,2024-12-30,False
SUB001030,CUST01030,Basic,7.99,2023-11-07,,True
SUB001031,CUST01031,Premium,19.99,2025-11-10,2025-11-15,False
SUB001032,CUST01032,Free,0.0,2025-09-26,,True
SUB001033,CUST01033,Basic,7.99,2025-06-15,,True
SUB001034,CUST01034,Basic,7.99,2025-07-16,,True
SUB001035,CUST01035,Standard,12.99,2025-02-21,,True
SUB001036,CUST01036,Free,0.0,2024-11-17,2025-02-02,False
SUB001037,CUST01037,Free,0.0,2025-10-30,2025-11-15,False
SUB001038,CUST01038,Basic,7.99,2024-04-13,,True
SUB001039,CUST01039,Premium,19.99,2025-10-28,2025-11-14,False
SUB001040,CUST01040,Basic,7.99,2024-06-09,,True
SUB001041,CUST01041,Basic,7.99,2025-10-07,,True
SUB001042,CUST01042,Premium,19.99,2024-09-28,,True
SUB001043,CUST01043,Family,29.99,2025-05-03,,True
SUB001044,CUST01044,Standard,12.99,2023-05-12,,True
SUB001045,CUST01045,Basic,7.99,2024-12-20,,True
SUB001046,CUST01046,Basic,7.99,2025-03-27,2025-11-06,False
SUB001047,CUST01047,Premium,19.99,2024-08-10,,True
SUB001048,CUST01048,Family,29.99,2025-04-09,,True
SUB001049,CUST01049,Standard,12.99,2024-03-23,,True
SUB001050,CUST01050,Free,0.0,2025-07-11,,True
SUB001051,CUST01051,Standard,12.99,2024-05-04,2024-12-10,False
SUB001052,CUST01052,Basic,7.99,2025-10-17,,True
SUB001053,CUST01053,Premium,19.99,2024-02-27,,True
SUB001054,CUST01054,Basic,7.99,2025-09-27,2025-11-11,False
SUB001055,CUST01055,Standard,12.99,2025-09-26,2025-10-09,False
SUB001056,CUST01056,Family,29.99,2025-11-06,,True
SUB001057,CUST01057,Standard,12.99,2025-06-28,2025-09-09,False
SUB001058,CUST01058,Basic,7.99,2023-10-04,,True
SUB001059,CUST01059,Free,0.0,2025-02-01,,True
SUB001060,CUST01060,Basic,7.99,2025-10-10,,True
SUB001061,CUST01061,Standard,12.99,2025-09-27,,True
SUB001062,CUST01062,Standard,12.99,2023-07-20,,True
SUB001063,CUST01063,Standard,12.99,2025-01-26,,True
SUB001064,CUST01064,Basic,7.99,2025-10-25,,True
SUB001065,CUST01065,Free,0.0,2025-09-13,,True
SUB001066,CUST01066,Premium,19.99,2025-10-02,2025-10-26,False
SUB001067,CUST01067,Basic,7.99,2024-03-06,,True
SUB001068,CUST01068,Premium,19.99,2025-10-29,,True
SUB001069,CUST01069,Free,0.0,2025-11-03,,True
SUB001070,CUST01070,Premium,19.99,2025-08-06,,True
SUB001071,CUST01071,Premium,19.99,2025-08-05,,True
SUB001072,CUST01072,Standard,12.99,2025-02-13,,True
SUB001073,CUST01073,Free,0.0,2024-12-10,,True
SUB001074,CUST01074,Standard,12.99,2024-06-11,,True
SUB001075,CUST01075,Standard,12.99,2025-04-19,,True
SUB001076,CUST01076,Standard,12.99,2025-09-10,2025-10-29,False
SUB001077,CUST01077,Basic,7.99,2025-11-17,2025-11-17,False
SUB001078,CUST01078,Standard,12.99,2024-12-26,,True
SUB001079,CUST01079,Basic,7.99,2024-12-22,2025-01-05,False
SUB001080,CUST01080,Basic,7.99,2025-08-01,,True
SUB001081,CUST01081,Free,0.0,2024-05-24,,True
SUB001082,CUST01082,Free,0.0,2025-08-31,,True
SUB001083,CUST01083,Basic,7.99,2025-09-25,,True
SUB001084,CUST01084,Basic,7.99,2024-12-16,2025-10-08,False
SUB001085,CUST01085,Standard,12.99,2025-11-11,,True
SUB001086,CUST01086,Free,0.0,2025-08-04,,True
SUB001087,CUST01087,Free,0.0,2025-09-02,,True
SUB001088,CUST01088,Standard,12.99,2024-10-04,,True
SUB001089,CUST01089,Standard,12.99,2024-07-12,2025-02-16,False
SUB001090,CUST01090,Standard,12.99,2025-08-26,2025-08-26,False
SUB001091,CUST01091,Premium,19.99,2025-11-13,,True
SUB001092,CUST01092,Free,0.0,2024-12-14,,True
SUB001093,CUST01093,Premium,19.99,2025-10-07,,True
SUB001094,CUST01094,Standard,12.99,2024-06-10,,True
SUB001095,CUST01095,Premium,19.99,2024-10-28,,True
SUB001096,CUST01096,Free,0.0,2025-11-08,2025-11-08,False
SUB001097,CUST01097,Free,0.0,2024-11-25,2025-06-02,False
SUB001098,CUST01098,Premium,19.99,2024-11-18,,True
SUB001099,CUST01099,Basic,7.99,2025-06-12,,True
SUB001100,CUST01100,Premium,19.99,2025-11-14,2025-11-17,False
SUB001101,CUST01101,Free,0.0,2025-08-14,2025-11-03,False
SUB001102,CUST01102,Basic,7.99,2024-11-06,,True
SUB001103,CUST01103,Standard,12.99,2025-11-17,2025-11-17,False
SUB001104,CUST01104,Basic,7.99,2024-08-20,,True
SUB001105,CUST01105,Standard,12.99,2025-07-17,,True
SUB001106,CUST01106,Free,0.0,2025-05-20,,True
SUB001107,CUST01107,Standard,12.99,2024-11-14,,True
SUB001108,CUST01108,Standard,12.99,2024-10-18,,True
SUB001109,CUST01109,Premium,19.99,2025-06-20,,True
SUB001110,CUST01110,Premium,19.99,2025-05-07,2025-06-12,False
SUB001111,CUST01111,Free,0.0,2025-08-13,,True
SUB001112,CUST01112,Basic,7.99,2025-08-31,2025-10-14,False
SUB001113,CUST01113,Standard,12.99,2025-06-29,2025-10-21,False
SUB001114,CUST01114,Family,29.99,2023-08-23,2025-11-02,False
SUB001115,CUST01115,Standard,12.99,2025-08-01,2025-10-26,False
SUB001116,CUST01116,Standard,12.99,2025-04-22,,True
SUB001117,CUST01117,Basic,7.99,2025-07-13,,True
SUB001118,CUST01118,Basic,7.99,2025-07-31,,True
SUB001119,CUST01119,Basic,7.99,2024-10-08,,True
SUB001120,CUST01120,Standard,12.99,2025-04-04,,True
SUB001121,CUST01121,Basic,7.99,2024-03-01,2024-03-17,False
SUB001122,CUST01122,Free,0.0,2025-02-04,,True
SUB001123,CUST01123,Premium,19.99,2025-07-24,,True
SUB001124,CUST01124,Free,0.0,2025-01-09,,True
SUB001125,CUST01125,Standard,12.99,2025-03-26,2025-09-01,False
SUB001126,CUST01126,Basic,7.99,2025-10-11,,True
SUB001127,CUST01127,Premium,19.99,2025-11-17,,True
SUB001128,CUST01128,Basic,7.99,2025-09-06,,True
SUB001129,CUST01129,Basic,7.99,2025-02-26,,True
SUB001130,CUST01130,Basic,7.99,2023-11-13,2024-10-20,False
SUB001131,CUST01131,Basic,7.99,2024-12-23,,True
SUB001132,CUST01132,Free,0.0,2025-07-22,,True
SUB001133,CUST01133,Standard,12.99,2025-08-12,,True
SUB001134,CUST01134,Standard,12.99,2024-06-12,,True
SUB001135,CUST01135,Free,0.0,2024-02-28,,True
SUB001136,CUST01136,Basic,7.99,2025-08-12,2025-11-05,False
SUB001137,CUST01137,Basic,7.99,2025-10-14,2025-11-12,False
SUB001138,CUST01138,Premium,19.99,2024-12-23,,True
SUB001139,CUST01139,Basic,7.99,2025-09-18,2025-10-10,False
SUB001140,CUST01140,Basic,7.99,2023-11-08,,True
SUB001141,CUST01141,Free,0.0,2024-11-15,,True
SUB001142,CUST01142,Standard,12.99,2024-12-06,,True
SUB001143,CUST01143,Family,29.99,2025-08-20,2025-10-08,False
SUB001144,CUST01144,Premium,19.99,2025-10-11,2025-10-20,False
SUB001145,CUST01145,Free,0.0,2025-03-25,,True
SUB001146,CUST01146,Family,29.99,2025-08-06,,True
SUB001147,CUST01147,Premium,19.99,2025-07-21,,True
SUB001148,CUST01148,Free,0.0,2025-11-02,,True
SUB001149,CUST01149,Basic,7.99,2024-04-04,,True
SUB001150,CUST01150,Premium,19.99,2025-05-23,2025-09-27,False
SUB001151,CUST01151,Standard,12.99,2024-04-18,,True
SUB001152,CUST01152,Premium,19.99,2024-09-10,,True
SUB001153,CUST01153,Basic,7.99,2024-01-09,,True
SUB001154,CUST01154,Standard,12.99,2025-03-02,2025-08-12,False
SUB001155,CUST01155,Free,0.0,2024-10-29,,True
SUB001156,CUST01156,Basic,7.99,2025-06-16,2025-10-20,False
SUB001157,CUST01157,Premium,19.99,2025-09-27,2025-10-09,False
SUB001158,CUST01158,Standard,12.99,2025-10-21,,True
SUB001159,CUST01159,Free,0.0,2024-03-28,,True
SUB001160,CUST01160,Basic,7.99,2024-03-30,,True
SUB001161,CUST01161,Standard,12.99,2024-07-05,2024-08-19,False
SUB001162,CUST01162,Premium,19.99,2023-09-10,2025-05-05,False
SUB001163,CUST01163,Free,0.0,2024-04-21,,True
SUB001164,CUST01164,Basic,7.99,2023-06-26,2025-10-01,False
SUB001165,CUST01165,Premium,19.99,2025-09-15,2025-09-20,False
SUB001166,CUST01166,Free,0.0,2025-11-03,2025-11-06,False
SUB001167,CUST01167,Basic,7.99,2024-01-07,,True
SUB001168,CUST01168,Standard,12.99,2025-08-31,2025-09-06,False
SUB001169,CUST01169,Standard,12.99,2025-09-02,,True
SUB001170,CUST01170,Basic,7.99,2025-08-29,,True
SUB001171,CUST01171,Basic,7.99,2025-08-03,,True
SUB001172,CUST01172,Basic,7.99,2024-04-29,,True
SUB001173,CUST01173,Standard,12.99,2025-04-19,2025-05-10,False
SUB001174,CUST01174,Free,0.0,2025-01-27,,True
SUB001175,CUST01175,Basic,7.99,2024-11-12,,True
SUB001176,CUST01176,Family,29.99,2025-03-05,2025-07-14,False
SUB001177,CUST01177,Standard,12.99,2024-05-21,2025-01-01,False
SUB001178,CUST01178,Free,0.0,2025-06-26,2025-07-18,False
SUB001179,CUST01179,Free,0.0,2024-06-05,,True
SUB001180,CUST01180,Premium,19.99,2025-11-07,2025-11-10,False
SUB001181,CUST01181,Free,0.0,2025-02-25,,True
SUB001182,CUST01182,Premium,19.99,2025-10-06,,True
SUB001183,CUST01183,Standard,12.99,2024-12-27,,True
SUB001184,CUST01184,Standard,12.99,2025-01-27,2025-04-08,False
SUB001185,CUST01185,Standard,12.99,2025-05-08,,True
SUB001186,CUST01186,Family,29.99,2025-05-28,,True
SUB001187,CUST01187,Standard,12.99,2023-07-24,,True
SUB001188,CUST01188,Basic,7.99,2024-06-05,,True
SUB001189,CUST01189,Free,0.0,2025-03-25,,True
SUB001190,CUST01190,Premium,19.99,2024-12-25,,True
SUB001191,CUST01191,Standard,12.99,2025-06-12,,True
SUB001192,CUST01192,Basic,7.99,2025-09-27,,True
SUB001193,CUST01193,Standard,12.99,2024-05-09,,True
SUB001194,CUST01194,Standard,12.99,2025-08-01,2025-11-09,False
SUB001195,CUST01195,Standard,12.99,2025-08-02,2025-08-24,False
SUB001196,CUST01196,Standard,12.99,2025-05-18,,True
SUB001197,CUST01197,Basic,7.99,2025-08-02,2025-10-06,False
SUB001198,CUST01198,Free,0.0,2023-12-31,,True
SUB001199,CUST01199,Basic,7.99,2025-04-18,2025-07-10,False
SUB001200,CUST01200,Free,0.0,2025-10-17,,True
SUB001201,CUST01201,Standard,12.99,2025-08-05,2025-10-16,False
SUB001202,CUST01202,Standard,12.99,2025-05-10,,True
SUB001203,CUST01203,Standard,12.99,2025-10-22,,True
SUB001204,CUST01204,Basic,7.99,2025-11-06,,True
SUB001205,CUST01205,Free,0.0,2024-04-26,2025-05-09,False
SUB001206,CUST01206,Family,29.99,2025-11-13,,True
SUB001207,CUST01207,Free,0.0,2025-01-19,2025-06-16,False
SUB001208,CUST01208,Free,0.0,2025-02-13,,True
SUB001209,CUST01209,Premium,19.99,2025-02-14,,True
SUB001210,CUST01210,Standard,12.99,2025-05-17,,True
SUB001211,CUST01211,Family,29.99,2023-09-02,,True
SUB001212,CUST01212,Premium,19.99,2025-02-09,2025-08-07,False
SUB001213,CUST01213,Premium,19.99,2025-02-13,,True
SUB001214,CUST01214,Free,0.0,2024-11-11,2025-04-17,False
SUB001215,CUST01215,Standard,12.99,2025-02-24,,True
SUB001216,CUST01216,Standard,12.99,2023-12-06,,True
SUB001217,CUST01217,Standard,12.99,2024-02-03,,True
SUB001218,CUST01218,Standard,12.99,2025-10-26,,True
SUB001219,CUST01219,Basic,7.99,2025-04-07,,True
SUB001220,CUST01220,Basic,7.99,2025-05-27,,True
SUB001221,CUST01221,Standard,12.99,2025-09-07,,True
SUB001222,CUST01222,Free,0.0,2024-10-19,2025-01-03,False
SUB001223,CUST01223,Basic,7.99,2023-09-21,,True
SUB001224,CUST01224,Standard,12.99,2025-07-31,,True
SUB001225,CUST01225,Basic,7.99,2025-05-08,2025-05-13,False
SUB001226,CUST01226,Basic,7.99,2025-10-29,,True
SUB001227,CUST01227,Family,29.99,2025-10-04,,True
SUB001228,CUST01228,Free,0.0,2025-06-15,2025-11-05,False
SUB001229,CUST01229,Free,0.0,2024-11-10,2024-11-16,False
SUB001230,CUST01230,Standard,12.99,2024-12-24,,True
SUB001231,CUST01231,Free,0.0,2024-05-26,2024-11-18,False
SUB001232,CUST01232,Premium,19.99,2025-11-13,2025-11-14,False
SUB001233,CUST01233,Basic,7.99,2025-05-31,,True
SUB001234,CUST01234,Basic,7.99,2025-11-17,,True
SUB001235,CUST01235,Family,29.99,2025-11-17,2025-11-17,False
SUB001236,CUST01236,Premium,19.99,2024-09-14,2025-10-09,False
SUB001237,CUST01237,Basic,7.99,2025-06-10,2025-11-09,False
SUB001238,CUST01238,Basic,7.99,2025-04-16,,True
SUB001239,CUST01239,Premium,19.99,2024-05-13,,True
SUB001240,CUST01240,Basic,7.99,2025-11-12,,True
SUB001241,CUST01241,Basic,7.99,2025-05-19,,True
SUB001242,CUST01242,Premium,19.99,2024-02-26,,True
SUB001243,CUST01243,Standard,12.99,2024-07-24,,True
SUB001244,CUST01244,Basic,7.99,2025-05-07,2025-10-23,False
SUB001245,CUST01245,Premium,19.99,2025-01-16,2025-10-06,False
SUB001246,CUST01246,Free,0.0,2025-10-11,,True
SUB001247,CUST01247,Standard,12.99,2025-06-09,2025-08-06,False
SUB001248,CUST01248,Standard,12.99,2025-02-22,,True
SUB001249,CUST01249,Premium,19.99,2025-11-14,2025-11-17,False
SUB001250,CUST01250,Basic,7.99,2024-04-08,2025-09-20,False
SUB001251,CUST01251,Basic,7.99,2025-08-08,,True
SUB001252,CUST01252,Standard,12.99,2024-06-07,,True
SUB001253,CUST01253,Standard,12.99,2023-12-25,2025-09-08,False
SUB001254,CUST01254,Basic,7.99,2025-05-13,2025-10-26,False
SUB001255,CUST01255,Basic,7.99,2025-09-04,,True
SUB001256,CUST01256,Basic,7.99,2024-12-26,,True
SUB001257,CUST01257,Premium,19.99,2025-11-13,2025-11-15,False
SUB001258,CUST01258,Premium,19.99,2025-05-28,,True
SUB001259,CUST01259,Standard,12.99,2025-10-23,,True
SUB001260,CUST01260,Standard,12.99,2024-04-04,2024-05-06,False
SUB001261,CUST01261,Standard,12.99,2025-11-16,,True
SUB001262,CUST01262,Basic,7.99,2022-12-25,,True
SUB001263,CUST01263,Free,0.0,2023-12-06,2025-08-14,False
SUB001264,CUST01264,Standard,12.99,2025-07-19,,True
SUB001265,CUST01265,Basic,7.99,2024-03-22,2025-08-05,False
SUB001266,CUST01266,Premium,19.99,2025-10-14,,True
SUB001267,CUST01267,Standard,12.99,2025-07-25,,True
SUB001268,CUST01268,Family,29.99,2023-09-16,,True
SUB001269,CUST01269,Premium,19.99,2025-10-17,,True
SUB001270,CUST01270,Basic,7.99,2024-03-02,,True
SUB001271,CUST01271,Free,0.0,2024-04-23,,True
SUB001272,CUST01272,Standard,12.99,2025-03-07,2025-03-18,False
SUB001273,CUST01273,Standard,12.99,2025-11-08,,True
SUB001274,CUST01274,Basic,7.99,2024-09-16,2024-11-26,False
SUB001275,CUST01275,Premium,19.99,2025-09-13,,True
SUB001276,CUST01276,Standard,12.99,2024-05-08,2025-09-23,False
SUB001277,CUST01277,Standard,12.99,2025-05-12,,True
SUB001278,CUST01278,Standard,12.99,2024-08-17,,True
SUB001279,CUST01279,Basic,7.99,2024-11-08,,True
SUB001280,CUST01280,Basic,7.99,2025-01-04,,True
SUB001281,CUST01281,Free,0.0,2025-11-15,2025-11-15,False
SUB001282,CUST01282,Standard,12.99,2025-11-01,,True
SUB001283,CUST01283,Free,0.0,2025-03-19,,True
SUB001284,CUST01284,Free,0.0,2024-09-24,,True
SUB001285,CUST01285,Standard,12.99,2025-10-24,2025-11-04,False
SUB001286,CUST01286,Basic,7.99,2024-03-14,2024-12-04,False
SUB001287,CUST01287,Standard,12.99,2025-10-13,2025-10-18,False
SUB001288,CUST01288,Standard,12.99,2025-08-25,,True
SUB001289,CUST01289,Basic,7.99,2024-12-17,,True
SUB001290,CUST01290,Basic,7.99,2025-04-20,,True
SUB001291,CUST01291,Standard,12.99,2025-10-11,,True
SUB001292,CUST01292,Basic,7.99,2025-11-13,2025-11-16,False
SUB001293,CUST01293,Basic,7.99,2025-04-14,,True
SUB001294,CUST01294,Basic,7.99,2024-10-04,2025-09-10,False
SUB001295,CUST01295,Basic,7.99,2025-11-02,,True
